log_date,vessel_id,fuel_grade,consumption_mt,speed_knots,distance_nm,running_hours,eeoi,load_factor,sea_condition,source_system,ingestion_date
2023-04-01,1,LNG,60.94,10.2,244.8,24,775.1926,0.69,Calm,FMS_MARITIME,2026-04-06
2023-04-02,1,HFO,60.23,16.2,388.8,24,482.3977,0.95,Rough,FMS_MARITIME,2026-04-06
2023-04-03,1,MGO,25.24,14.6,350.4,24,224.3075,0.75,Rough,FMS_MARITIME,2026-04-06
2023-04-04,1,LSMGO,66.33,11.3,271.2,24,761.621,0.73,Moderate,FMS_MARITIME,2026-04-06
2023-04-05,1,MGO,40.67,14.9,357.6,24,354.1565,0.58,Rough,FMS_MARITIME,2026-04-06
2023-04-06,1,MGO,32.62,9.8,235.2,24,431.8821,0.59,Calm,FMS_MARITIME,2026-04-06
2023-04-07,1,VLSFO,55.37,9.4,225.6,24,764.2827,0.77,Rough,FMS_MARITIME,2026-04-06
2023-04-08,1,VLSFO,42.5,10.2,244.8,24,540.625,0.78,Calm,FMS_MARITIME,2026-04-06
2023-04-09,1,LSMGO,30.56,16.7,400.8,24,237.4347,0.48,Moderate,FMS_MARITIME,2026-04-06
2023-04-10,1,HFO,23.51,15.2,364.8,24,200.6857,0.89,Calm,FMS_MARITIME,2026-04-06
2023-04-11,1,VLSFO,38.95,13.2,316.8,24,382.8608,0.4,Moderate,FMS_MARITIME,2026-04-06
2023-04-12,1,VLSFO,62.11,11.3,271.2,24,713.1657,0.55,Calm,FMS_MARITIME,2026-04-06
2023-04-13,1,MGO,76.7,16.5,396.0,24,603.1409,0.72,Moderate,FMS_MARITIME,2026-04-06
2023-04-14,1,MGO,43.35,8.4,201.6,24,669.6027,0.75,Rough,FMS_MARITIME,2026-04-06
2023-04-15,1,LNG,66.74,17.8,427.2,24,486.4896,0.73,Rough,FMS_MARITIME,2026-04-06
2023-04-16,1,VLSFO,73.68,11.1,266.4,24,861.2595,0.74,Moderate,FMS_MARITIME,2026-04-06
2023-04-17,1,VLSFO,77.2,15.8,379.2,24,633.9684,0.63,Calm,FMS_MARITIME,2026-04-06
2023-04-18,1,MGO,75.64,14.3,343.2,24,686.314,0.72,Moderate,FMS_MARITIME,2026-04-06
2023-04-19,1,LNG,83.54,9.9,237.6,24,1094.8803,0.87,Calm,FMS_MARITIME,2026-04-06
2023-04-20,1,LNG,37.37,16.3,391.2,24,297.4698,0.41,Moderate,FMS_MARITIME,2026-04-06
2023-04-21,1,MGO,40.78,13.4,321.6,24,394.866,0.6,Calm,FMS_MARITIME,2026-04-06
2023-04-22,1,MGO,38.02,17.9,429.6,24,275.5919,0.85,Moderate,FMS_MARITIME,2026-04-06
2023-04-23,1,LSMGO,47.55,13.5,324.0,24,457.0083,0.93,Rough,FMS_MARITIME,2026-04-06
2023-04-24,1,MGO,47.65,8.8,211.2,24,702.5668,0.94,Calm,FMS_MARITIME,2026-04-06
2023-04-25,1,HFO,77.8,12.9,309.6,24,782.5233,0.89,Moderate,FMS_MARITIME,2026-04-06
2023-04-26,1,VLSFO,77.09,9.1,218.4,24,1099.1679,0.83,Rough,FMS_MARITIME,2026-04-06
2023-04-27,1,HFO,65.9,17.1,410.4,24,500.0307,0.41,Moderate,FMS_MARITIME,2026-04-06
2023-04-28,1,LNG,62.61,15.9,381.6,24,510.9212,0.75,Moderate,FMS_MARITIME,2026-04-06
2023-04-28,1,LSMGO,51.74,16.3,391.2,24,411.8567,0.8,Rough,FMS_MARITIME,2026-04-06
2023-04-28,1,LSMGO,56.6,11.9,285.6,24,617.1303,0.86,Moderate,FMS_MARITIME,2026-04-06
2023-04-01,2,LNG,48.98,9.4,225.6,24,676.0803,0.99,Moderate,FMS_MARITIME,2026-04-06
2023-04-02,2,VLSFO,18.17,16.0,384.0,24,147.3473,0.69,Rough,FMS_MARITIME,2026-04-06
2023-04-03,2,LNG,64.96,9.2,220.8,24,916.1478,0.53,Rough,FMS_MARITIME,2026-04-06
2023-04-04,2,HFO,82.39,11.6,278.4,24,921.5606,0.79,Moderate,FMS_MARITIME,2026-04-06
2023-04-05,2,VLSFO,84.69,16.6,398.4,24,661.9595,0.72,Moderate,FMS_MARITIME,2026-04-06
2023-04-06,2,LSMGO,71.15,8.5,204.0,24,1086.0838,0.92,Calm,FMS_MARITIME,2026-04-06
2023-04-07,2,VLSFO,71.92,16.6,398.4,24,562.1458,0.55,Rough,FMS_MARITIME,2026-04-06
2023-04-08,2,VLSFO,80.29,12.0,288.0,24,868.1356,0.43,Calm,FMS_MARITIME,2026-04-06
2023-04-09,2,VLSFO,42.35,16.1,386.4,24,341.2989,0.46,Moderate,FMS_MARITIME,2026-04-06
2023-04-10,2,VLSFO,63.75,15.5,372.0,24,533.6492,0.54,Rough,FMS_MARITIME,2026-04-06
2023-04-11,2,VLSFO,41.61,12.1,290.4,24,446.1899,0.57,Moderate,FMS_MARITIME,2026-04-06
2023-04-12,2,HFO,57.79,8.6,206.4,24,871.8898,0.44,Rough,FMS_MARITIME,2026-04-06
2023-04-13,2,LNG,61.92,9.6,230.4,24,836.8875,0.53,Rough,FMS_MARITIME,2026-04-06
2023-04-14,2,MGO,39.25,16.3,391.2,24,312.4348,0.81,Calm,FMS_MARITIME,2026-04-06
2023-04-15,2,MGO,47.2,8.9,213.6,24,688.1124,0.59,Calm,FMS_MARITIME,2026-04-06
2023-04-16,2,LNG,65.7,12.7,304.8,24,671.2264,0.79,Calm,FMS_MARITIME,2026-04-06
2023-04-17,2,LSMGO,53.2,12.4,297.6,24,556.6694,0.71,Calm,FMS_MARITIME,2026-04-06
2023-04-18,2,LSMGO,30.87,12.9,309.6,24,310.4948,0.41,Rough,FMS_MARITIME,2026-04-06
2023-04-19,2,LSMGO,35.58,17.9,429.6,24,257.9053,0.73,Calm,FMS_MARITIME,2026-04-06
2023-04-20,2,MGO,26.39,13.1,314.4,24,261.3819,0.62,Rough,FMS_MARITIME,2026-04-06
2023-04-21,2,MGO,17.24,13.0,312.0,24,172.0685,0.72,Calm,FMS_MARITIME,2026-04-06
2023-04-22,2,VLSFO,37.31,13.0,312.0,24,372.3825,0.55,Rough,FMS_MARITIME,2026-04-06
2023-04-23,2,VLSFO,76.67,12.8,307.2,24,777.1822,0.48,Moderate,FMS_MARITIME,2026-04-06
2023-04-24,2,MGO,22.6,8.0,192.0,24,366.5437,0.94,Moderate,FMS_MARITIME,2026-04-06
2023-04-25,2,VLSFO,80.98,10.9,261.6,24,963.9592,0.87,Calm,FMS_MARITIME,2026-04-06
2023-04-26,2,LSMGO,32.54,8.0,192.0,24,527.7581,0.7,Moderate,FMS_MARITIME,2026-04-06
2023-04-27,2,MGO,74.19,11.1,266.4,24,867.2209,0.97,Calm,FMS_MARITIME,2026-04-06
2023-04-28,2,VLSFO,19.08,11.2,268.8,24,221.0384,0.54,Calm,FMS_MARITIME,2026-04-06
2023-04-28,2,LSMGO,57.57,8.6,206.4,24,868.5706,0.81,Rough,FMS_MARITIME,2026-04-06
2023-04-28,2,LSMGO,44.06,18.0,432.0,24,317.5992,0.56,Calm,FMS_MARITIME,2026-04-06
2023-04-01,3,VLSFO,49.28,13.5,324.0,24,473.6356,0.5,Moderate,FMS_MARITIME,2026-04-06
2023-04-02,3,LNG,55.68,10.2,244.8,24,708.2824,0.95,Rough,FMS_MARITIME,2026-04-06
2023-04-03,3,VLSFO,61.01,12.3,295.2,24,643.5811,0.73,Calm,FMS_MARITIME,2026-04-06
2023-04-04,3,LNG,20.68,15.1,362.4,24,177.6974,0.99,Rough,FMS_MARITIME,2026-04-06
2023-04-05,3,LSMGO,57.28,8.4,201.6,24,884.7714,0.41,Calm,FMS_MARITIME,2026-04-06
2023-04-06,3,LNG,23.33,17.6,422.4,24,171.9925,0.76,Calm,FMS_MARITIME,2026-04-06
2023-04-07,3,LNG,32.17,15.6,374.4,24,267.5678,0.81,Calm,FMS_MARITIME,2026-04-06
2023-04-08,3,MGO,63.51,10.4,249.6,24,792.3483,0.72,Calm,FMS_MARITIME,2026-04-06
2023-04-09,3,VLSFO,16.49,16.3,391.2,24,131.2624,0.58,Calm,FMS_MARITIME,2026-04-06
2023-04-10,3,VLSFO,74.08,12.7,304.8,24,756.8409,0.54,Moderate,FMS_MARITIME,2026-04-06
2023-04-11,3,HFO,54.14,9.1,218.4,24,771.9412,0.71,Moderate,FMS_MARITIME,2026-04-06
2023-04-12,3,HFO,78.8,9.8,235.2,24,1043.2959,0.5,Calm,FMS_MARITIME,2026-04-06
2023-04-13,3,LSMGO,70.3,13.7,328.8,24,665.7974,0.97,Rough,FMS_MARITIME,2026-04-06
2023-04-14,3,LSMGO,62.21,17.0,408.0,24,474.8087,0.69,Rough,FMS_MARITIME,2026-04-06
2023-04-15,3,LSMGO,65.01,14.7,352.8,24,573.8128,0.87,Rough,FMS_MARITIME,2026-04-06
