log_date,vessel_id,fuel_grade,consumption_mt,speed_knots,distance_nm,running_hours,eeoi,load_factor,sea_condition,source_system,ingestion_date
2021-08-01,1,MGO,42.81,17.0,408.0,24,326.741,0.74,Moderate,FMS_MARITIME,2026-04-06
2021-08-02,1,LSMGO,72.85,10.1,242.4,24,935.87,0.81,Calm,FMS_MARITIME,2026-04-06
2021-08-03,1,VLSFO,67.49,9.3,223.2,24,941.5944,0.62,Rough,FMS_MARITIME,2026-04-06
2021-08-04,1,VLSFO,75.66,12.1,290.4,24,811.3128,0.94,Moderate,FMS_MARITIME,2026-04-06
2021-08-05,1,LSMGO,67.75,14.1,338.4,24,623.4441,0.75,Calm,FMS_MARITIME,2026-04-06
2021-08-06,1,HFO,50.72,16.3,391.2,24,403.7374,0.76,Rough,FMS_MARITIME,2026-04-06
2021-08-07,1,LSMGO,76.99,16.8,403.2,24,594.6103,0.99,Calm,FMS_MARITIME,2026-04-06
2021-08-08,1,VLSFO,32.75,11.6,278.4,24,366.32,0.79,Calm,FMS_MARITIME,2026-04-06
2021-08-09,1,VLSFO,33.82,18.0,432.0,24,243.7858,0.79,Moderate,FMS_MARITIME,2026-04-06
2021-08-10,1,HFO,15.95,16.6,398.4,24,124.6694,0.57,Calm,FMS_MARITIME,2026-04-06
2021-08-11,1,HFO,17.76,13.0,312.0,24,177.2585,0.64,Moderate,FMS_MARITIME,2026-04-06
2021-08-12,1,LSMGO,81.58,16.0,384.0,24,661.5628,0.98,Calm,FMS_MARITIME,2026-04-06
2021-08-13,1,LSMGO,71.62,12.4,297.6,24,749.4109,0.78,Calm,FMS_MARITIME,2026-04-06
2021-08-14,1,HFO,42.0,8.3,199.2,24,656.5663,0.61,Rough,FMS_MARITIME,2026-04-06
2021-08-15,1,HFO,37.85,15.1,362.4,24,325.2343,0.72,Calm,FMS_MARITIME,2026-04-06
2021-08-16,1,HFO,47.37,8.5,204.0,24,723.0891,0.98,Rough,FMS_MARITIME,2026-04-06
2021-08-17,1,LSMGO,48.12,15.8,379.2,24,395.1627,0.41,Calm,FMS_MARITIME,2026-04-06
2021-08-18,1,LSMGO,70.55,8.9,213.6,24,1028.5239,0.79,Rough,FMS_MARITIME,2026-04-06
2021-08-19,1,MGO,77.77,16.9,405.6,24,597.0803,0.86,Calm,FMS_MARITIME,2026-04-06
2021-08-20,1,HFO,38.15,17.4,417.6,24,284.4806,0.42,Moderate,FMS_MARITIME,2026-04-06
