log_date,vessel_id,fuel_grade,consumption_mt,speed_knots,distance_nm,running_hours,eeoi,load_factor,sea_condition,source_system,ingestion_date
2023-02-01,1,LSMGO,58.94,13.3,319.2,24,574.9974,0.86,Calm,FMS_MARITIME,2026-04-06
2023-02-02,1,LSMGO,58.36,14.6,350.4,24,518.6445,0.49,Moderate,FMS_MARITIME,2026-04-06
2023-02-03,1,MGO,27.54,15.5,372.0,24,230.5365,0.71,Moderate,FMS_MARITIME,2026-04-06
2023-02-04,1,LNG,40.02,10.5,252.0,24,494.5329,0.65,Rough,FMS_MARITIME,2026-04-06
2023-02-05,1,MGO,58.55,11.9,285.6,24,638.3918,0.55,Rough,FMS_MARITIME,2026-04-06
2023-02-06,1,LSMGO,72.85,8.4,201.6,24,1125.2723,0.95,Calm,FMS_MARITIME,2026-04-06
2023-02-07,1,LNG,65.43,10.6,254.4,24,800.9002,0.49,Moderate,FMS_MARITIME,2026-04-06
2023-02-08,1,HFO,77.84,15.8,379.2,24,639.2241,0.53,Moderate,FMS_MARITIME,2026-04-06
2023-02-09,1,LNG,41.52,13.0,312.0,24,414.4015,0.87,Rough,FMS_MARITIME,2026-04-06
2023-02-10,1,VLSFO,49.15,12.6,302.4,24,506.128,0.41,Rough,FMS_MARITIME,2026-04-06
2023-02-11,1,HFO,15.36,11.0,264.0,24,181.1782,0.98,Moderate,FMS_MARITIME,2026-04-06
2023-02-12,1,LNG,43.33,17.2,412.8,24,326.8644,0.87,Calm,FMS_MARITIME,2026-04-06
2023-02-13,1,LNG,36.27,11.7,280.8,24,402.225,0.5,Calm,FMS_MARITIME,2026-04-06
2023-02-14,1,HFO,56.14,14.5,348.0,24,502.3562,0.57,Rough,FMS_MARITIME,2026-04-06
2023-02-15,1,LSMGO,38.73,13.8,331.2,24,364.1462,0.56,Moderate,FMS_MARITIME,2026-04-06
2023-02-16,1,LSMGO,59.44,14.6,350.4,24,528.2425,0.76,Rough,FMS_MARITIME,2026-04-06
2023-02-17,1,MGO,68.65,16.8,403.2,24,530.1987,0.94,Rough,FMS_MARITIME,2026-04-06
2023-02-18,1,HFO,60.31,8.4,201.6,24,931.5741,0.52,Rough,FMS_MARITIME,2026-04-06
2023-02-19,1,LNG,79.87,10.5,252.0,24,986.965,0.41,Moderate,FMS_MARITIME,2026-04-06
2023-02-20,1,HFO,51.19,14.8,355.2,24,448.7772,0.55,Moderate,FMS_MARITIME,2026-04-06
2023-02-21,1,HFO,24.95,13.2,316.8,24,245.2472,0.83,Rough,FMS_MARITIME,2026-04-06
2023-02-22,1,HFO,37.51,17.3,415.2,24,281.325,0.68,Moderate,FMS_MARITIME,2026-04-06
2023-02-23,1,HFO,40.13,15.1,362.4,24,344.8257,0.93,Calm,FMS_MARITIME,2026-04-06
2023-02-24,1,LSMGO,29.93,9.4,225.6,24,413.1295,0.73,Rough,FMS_MARITIME,2026-04-06
2023-02-25,1,LSMGO,17.48,15.8,379.2,24,143.5462,0.66,Calm,FMS_MARITIME,2026-04-06
2023-02-26,1,LSMGO,46.79,12.6,302.4,24,481.8256,0.67,Calm,FMS_MARITIME,2026-04-06
2023-02-27,1,LSMGO,22.43,16.5,396.0,24,176.3814,0.7,Moderate,FMS_MARITIME,2026-04-06
2023-02-28,1,HFO,65.8,11.2,268.8,24,762.2812,0.42,Moderate,FMS_MARITIME,2026-04-06
2023-02-28,1,VLSFO,58.17,13.2,316.8,24,571.7847,0.66,Moderate,FMS_MARITIME,2026-04-06
2023-02-28,1,VLSFO,33.99,12.3,295.2,24,358.553,0.76,Rough,FMS_MARITIME,2026-04-06
2023-02-01,2,LNG,54.05,10.6,254.4,24,661.6026,0.6,Calm,FMS_MARITIME,2026-04-06
2023-02-02,2,LSMGO,48.8,9.2,220.8,24,688.2391,1.0,Rough,FMS_MARITIME,2026-04-06
2023-02-03,2,MGO,23.22,15.2,364.8,24,198.2102,0.58,Rough,FMS_MARITIME,2026-04-06
2023-02-04,2,LSMGO,52.4,13.8,331.2,24,492.6739,0.74,Calm,FMS_MARITIME,2026-04-06
2023-02-05,2,HFO,21.53,17.3,415.2,24,161.475,0.94,Calm,FMS_MARITIME,2026-04-06
2023-02-06,2,MGO,83.61,16.2,388.8,24,669.6542,0.98,Moderate,FMS_MARITIME,2026-04-06
2023-02-07,2,LSMGO,62.54,13.2,316.8,24,614.7398,0.75,Calm,FMS_MARITIME,2026-04-06
2023-02-08,2,HFO,27.87,11.5,276.0,24,314.4463,0.9,Moderate,FMS_MARITIME,2026-04-06
2023-02-09,2,LNG,58.22,10.6,254.4,24,712.6458,0.73,Calm,FMS_MARITIME,2026-04-06
2023-02-10,2,LNG,45.7,13.3,319.2,24,445.8327,0.48,Moderate,FMS_MARITIME,2026-04-06
2023-02-11,2,LNG,69.62,15.0,360.0,24,602.213,0.44,Moderate,FMS_MARITIME,2026-04-06
2023-02-12,2,LSMGO,65.59,10.7,256.8,24,795.3554,0.75,Calm,FMS_MARITIME,2026-04-06
2023-02-13,2,LSMGO,49.8,16.9,405.6,24,382.3402,0.85,Rough,FMS_MARITIME,2026-04-06
2023-02-14,2,HFO,31.36,13.5,324.0,24,301.4044,0.61,Rough,FMS_MARITIME,2026-04-06
2023-02-15,2,VLSFO,47.21,8.9,213.6,24,688.2581,0.88,Rough,FMS_MARITIME,2026-04-06
2023-02-16,2,VLSFO,59.26,9.9,237.6,24,776.6652,0.83,Rough,FMS_MARITIME,2026-04-06
2023-02-17,2,LSMGO,39.78,10.8,259.2,24,477.9125,0.9,Calm,FMS_MARITIME,2026-04-06
2023-02-18,2,MGO,51.86,13.0,312.0,24,517.6027,0.46,Moderate,FMS_MARITIME,2026-04-06
2023-02-19,2,MGO,67.22,15.7,376.8,24,555.5283,0.62,Calm,FMS_MARITIME,2026-04-06
2023-02-20,2,LSMGO,33.07,10.8,259.2,24,397.2993,0.93,Rough,FMS_MARITIME,2026-04-06
2023-02-21,2,LNG,16.56,9.1,218.4,24,236.1165,0.69,Rough,FMS_MARITIME,2026-04-06
2023-02-22,2,MGO,57.23,9.8,235.2,24,757.7135,0.91,Rough,FMS_MARITIME,2026-04-06
2023-02-23,2,MGO,79.8,9.3,223.2,24,1113.3387,0.53,Calm,FMS_MARITIME,2026-04-06
2023-02-24,2,MGO,69.26,16.4,393.6,24,547.9564,0.55,Moderate,FMS_MARITIME,2026-04-06
2023-02-25,2,LNG,34.03,15.4,369.6,24,286.7138,0.47,Moderate,FMS_MARITIME,2026-04-06
2023-02-26,2,VLSFO,49.07,10.3,247.2,24,618.1391,0.6,Rough,FMS_MARITIME,2026-04-06
2023-02-27,2,MGO,26.3,16.1,386.4,24,211.9519,0.61,Calm,FMS_MARITIME,2026-04-06
2023-02-28,2,LNG,56.67,10.7,256.8,24,687.19,0.92,Moderate,FMS_MARITIME,2026-04-06
2023-02-28,2,LSMGO,45.56,8.2,196.8,24,720.9037,0.96,Calm,FMS_MARITIME,2026-04-06
2023-02-28,2,MGO,29.33,14.6,350.4,24,260.6553,0.44,Rough,FMS_MARITIME,2026-04-06
2023-02-01,3,LNG,51.48,10.9,261.6,24,612.8009,0.96,Rough,FMS_MARITIME,2026-04-06
2023-02-02,3,MGO,79.61,13.6,326.4,24,759.5145,0.69,Moderate,FMS_MARITIME,2026-04-06
2023-02-03,3,VLSFO,82.91,11.5,276.0,24,935.4411,0.76,Rough,FMS_MARITIME,2026-04-06
2023-02-04,3,VLSFO,15.36,14.6,350.4,24,136.5041,0.69,Moderate,FMS_MARITIME,2026-04-06
