log_date,vessel_id,fuel_grade,consumption_mt,speed_knots,distance_nm,running_hours,eeoi,load_factor,sea_condition,source_system,ingestion_date
2021-07-01,1,MGO,84.72,10.0,240.0,24,1099.242,0.88,Moderate,FMS_MARITIME,2026-04-06
2021-07-02,1,MGO,74.4,8.8,211.2,24,1096.9773,0.58,Rough,FMS_MARITIME,2026-04-06
2021-07-03,1,LSMGO,45.89,16.0,384.0,24,372.1392,0.8,Rough,FMS_MARITIME,2026-04-06
2021-07-04,1,HFO,72.21,13.9,333.6,24,674.0466,0.58,Calm,FMS_MARITIME,2026-04-06
2021-07-05,1,HFO,68.9,9.2,220.8,24,971.7147,0.48,Moderate,FMS_MARITIME,2026-04-06
2021-07-06,1,MGO,34.38,9.0,216.0,24,495.645,0.62,Moderate,FMS_MARITIME,2026-04-06
2021-07-07,1,MGO,76.83,14.8,355.2,24,673.5603,0.43,Calm,FMS_MARITIME,2026-04-06
2021-07-08,1,HFO,29.74,15.6,374.4,24,247.3567,0.45,Calm,FMS_MARITIME,2026-04-06
2021-07-09,1,HFO,16.78,10.0,240.0,24,217.7205,0.51,Rough,FMS_MARITIME,2026-04-06
2021-07-10,1,LNG,56.03,14.2,340.8,24,511.9643,0.9,Rough,FMS_MARITIME,2026-04-06
2021-07-11,1,LNG,19.45,13.2,316.8,24,191.1847,0.88,Moderate,FMS_MARITIME,2026-04-06
2021-07-12,1,LNG,50.9,13.6,326.4,24,485.6085,0.98,Rough,FMS_MARITIME,2026-04-06
2021-07-13,1,LNG,48.42,16.4,393.6,24,383.079,0.6,Moderate,FMS_MARITIME,2026-04-06
2021-07-14,1,VLSFO,78.69,15.2,364.8,24,671.7123,0.55,Rough,FMS_MARITIME,2026-04-06
2021-07-15,1,MGO,65.49,11.2,268.8,24,758.69,0.74,Calm,FMS_MARITIME,2026-04-06
2021-07-16,1,LNG,31.06,11.9,285.6,24,338.6584,0.61,Moderate,FMS_MARITIME,2026-04-06
2021-07-17,1,MGO,48.91,12.8,307.2,24,495.7869,0.52,Calm,FMS_MARITIME,2026-04-06
2021-07-18,1,VLSFO,79.02,8.6,206.4,24,1192.1913,0.5,Moderate,FMS_MARITIME,2026-04-06
2021-07-19,1,HFO,23.06,13.8,331.2,24,216.8141,0.76,Rough,FMS_MARITIME,2026-04-06
2021-07-20,1,LSMGO,49.96,9.6,230.4,24,675.2406,0.43,Rough,FMS_MARITIME,2026-04-06
2021-07-21,1,VLSFO,58.32,16.0,384.0,24,472.9387,0.67,Rough,FMS_MARITIME,2026-04-06
2021-07-22,1,MGO,52.8,10.0,240.0,24,685.08,0.74,Calm,FMS_MARITIME,2026-04-06
2021-07-23,1,MGO,53.79,17.4,417.6,24,401.1065,0.92,Calm,FMS_MARITIME,2026-04-06
2021-07-24,1,HFO,33.4,9.4,225.6,24,461.0266,0.96,Calm,FMS_MARITIME,2026-04-06
2021-07-25,1,LNG,56.09,11.9,285.6,24,611.5695,0.59,Calm,FMS_MARITIME,2026-04-06
2021-07-26,1,LNG,61.24,8.6,206.4,24,923.9407,0.4,Rough,FMS_MARITIME,2026-04-06
2021-07-27,1,HFO,51.45,11.3,271.2,24,590.7644,0.98,Rough,FMS_MARITIME,2026-04-06
2021-07-28,1,VLSFO,54.64,9.4,225.6,24,754.2064,0.47,Rough,FMS_MARITIME,2026-04-06
2021-07-28,1,MGO,61.52,10.3,247.2,24,774.9728,0.73,Moderate,FMS_MARITIME,2026-04-06
2021-07-28,1,MGO,83.59,16.0,384.0,24,677.8627,0.6,Calm,FMS_MARITIME,2026-04-06
2021-07-01,2,LSMGO,42.62,11.2,268.8,24,493.7451,0.67,Calm,FMS_MARITIME,2026-04-06
2021-07-02,2,LNG,43.31,12.1,290.4,24,464.4192,0.97,Rough,FMS_MARITIME,2026-04-06
2021-07-03,2,HFO,38.55,12.3,295.2,24,406.6555,0.41,Calm,FMS_MARITIME,2026-04-06
2021-07-04,2,HFO,70.17,11.3,271.2,24,805.7131,0.68,Moderate,FMS_MARITIME,2026-04-06
2021-07-05,2,MGO,19.25,10.6,254.4,24,235.6309,0.96,Calm,FMS_MARITIME,2026-04-06
2021-07-06,2,VLSFO,40.44,9.8,235.2,24,535.4173,0.74,Rough,FMS_MARITIME,2026-04-06
2021-07-07,2,MGO,40.06,13.3,319.2,24,390.8109,0.52,Calm,FMS_MARITIME,2026-04-06
2021-07-08,2,VLSFO,25.68,9.2,220.8,24,362.1717,0.71,Calm,FMS_MARITIME,2026-04-06
2021-07-09,2,LSMGO,18.14,10.1,242.4,24,233.0361,0.84,Calm,FMS_MARITIME,2026-04-06
2021-07-10,2,LSMGO,52.6,9.1,218.4,24,749.9835,0.7,Rough,FMS_MARITIME,2026-04-06
2021-07-11,2,VLSFO,34.11,9.4,225.6,24,470.8269,0.7,Rough,FMS_MARITIME,2026-04-06
2021-07-12,2,LSMGO,63.98,15.2,364.8,24,546.1451,0.55,Rough,FMS_MARITIME,2026-04-06
2021-07-13,2,LNG,17.12,16.7,400.8,24,133.0132,0.44,Rough,FMS_MARITIME,2026-04-06
2021-07-14,2,LSMGO,29.69,9.7,232.8,24,397.142,0.82,Rough,FMS_MARITIME,2026-04-06
2021-07-15,2,LNG,16.62,16.4,393.6,24,131.4905,0.85,Rough,FMS_MARITIME,2026-04-06
2021-07-16,2,LNG,38.13,12.4,297.6,24,398.9812,0.67,Rough,FMS_MARITIME,2026-04-06
2021-07-17,2,LNG,72.66,15.4,369.6,24,612.1841,0.89,Rough,FMS_MARITIME,2026-04-06
2021-07-18,2,HFO,61.65,13.7,328.8,24,583.875,0.57,Moderate,FMS_MARITIME,2026-04-06
2021-07-19,2,LSMGO,53.15,8.4,201.6,24,820.9777,0.87,Calm,FMS_MARITIME,2026-04-06
2021-07-20,2,MGO,16.94,13.4,321.6,24,164.0272,0.52,Rough,FMS_MARITIME,2026-04-06
2021-07-21,2,LNG,51.1,16.4,393.6,24,404.282,0.74,Calm,FMS_MARITIME,2026-04-06
2021-07-22,2,LNG,35.22,10.0,240.0,24,456.9795,0.54,Moderate,FMS_MARITIME,2026-04-06
2021-07-23,2,VLSFO,78.51,14.0,336.0,24,727.6195,0.56,Moderate,FMS_MARITIME,2026-04-06
2021-07-24,2,MGO,61.09,13.4,321.6,24,591.5244,0.9,Moderate,FMS_MARITIME,2026-04-06
2021-07-25,2,LNG,42.22,10.7,256.8,24,511.9668,0.76,Moderate,FMS_MARITIME,2026-04-06
2021-07-26,2,MGO,53.16,11.3,271.2,24,610.3991,0.42,Moderate,FMS_MARITIME,2026-04-06
2021-07-27,2,HFO,82.51,17.9,429.6,24,598.0823,0.47,Calm,FMS_MARITIME,2026-04-06
2021-07-28,2,LSMGO,40.03,12.2,292.8,24,425.7289,0.54,Moderate,FMS_MARITIME,2026-04-06
2021-07-28,2,HFO,30.62,17.3,415.2,24,229.65,0.67,Calm,FMS_MARITIME,2026-04-06
2021-07-28,2,HFO,38.22,17.4,417.6,24,285.0026,0.96,Calm,FMS_MARITIME,2026-04-06
2021-07-01,3,LSMGO,18.02,11.6,278.4,24,201.5599,0.66,Rough,FMS_MARITIME,2026-04-06
2021-07-02,3,LNG,60.07,9.1,218.4,24,856.4926,0.48,Moderate,FMS_MARITIME,2026-04-06
2021-07-03,3,VLSFO,54.96,8.7,208.8,24,819.6621,0.49,Rough,FMS_MARITIME,2026-04-06
2021-07-04,3,LSMGO,22.61,15.7,376.8,24,186.8565,0.67,Calm,FMS_MARITIME,2026-04-06
2021-07-05,3,LSMGO,20.88,17.1,410.4,24,158.4316,0.52,Calm,FMS_MARITIME,2026-04-06
2021-07-06,3,HFO,22.04,11.7,280.8,24,244.4179,0.65,Moderate,FMS_MARITIME,2026-04-06
2021-07-07,3,LSMGO,29.94,16.9,405.6,24,229.8648,0.72,Moderate,FMS_MARITIME,2026-04-06
2021-07-08,3,LSMGO,58.54,11.9,285.6,24,638.2828,0.74,Moderate,FMS_MARITIME,2026-04-06
2021-07-09,3,LSMGO,15.1,9.4,225.6,24,208.4282,0.7,Rough,FMS_MARITIME,2026-04-06
2021-07-10,3,MGO,15.45,11.0,264.0,24,182.2398,0.84,Rough,FMS_MARITIME,2026-04-06
2021-07-11,3,LSMGO,61.18,11.1,266.4,24,715.1446,0.65,Calm,FMS_MARITIME,2026-04-06
2021-07-12,3,MGO,70.2,14.2,340.8,24,641.4401,0.58,Rough,FMS_MARITIME,2026-04-06
2021-07-13,3,LNG,21.27,11.2,268.8,24,246.4092,0.89,Moderate,FMS_MARITIME,2026-04-06
2021-07-14,3,LNG,83.37,9.8,235.2,24,1103.8018,0.93,Moderate,FMS_MARITIME,2026-04-06
2021-07-15,3,LNG,74.82,13.0,312.0,24,746.7612,0.46,Rough,FMS_MARITIME,2026-04-06
2021-07-16,3,MGO,80.16,9.1,218.4,24,1142.9407,0.81,Rough,FMS_MARITIME,2026-04-06
2021-07-17,3,VLSFO,64.83,9.0,216.0,24,934.6325,0.71,Rough,FMS_MARITIME,2026-04-06
2021-07-18,3,VLSFO,39.65,9.3,223.2,24,553.1815,0.99,Moderate,FMS_MARITIME,2026-04-06
2021-07-19,3,MGO,38.02,11.4,273.6,24,432.7276,0.98,Rough,FMS_MARITIME,2026-04-06
2021-07-20,3,LNG,44.1,13.1,314.4,24,436.792,0.46,Rough,FMS_MARITIME,2026-04-06
2021-07-21,3,LSMGO,79.68,12.4,297.6,24,833.7484,0.79,Moderate,FMS_MARITIME,2026-04-06
2021-07-22,3,LNG,74.15,9.4,225.6,24,1023.5066,0.44,Rough,FMS_MARITIME,2026-04-06
2021-07-23,3,MGO,41.17,18.0,432.0,24,296.7671,0.55,Rough,FMS_MARITIME,2026-04-06
