log_date,vessel_id,fuel_grade,consumption_mt,speed_knots,distance_nm,running_hours,eeoi,load_factor,sea_condition,source_system,ingestion_date
2022-06-01,1,LNG,18.03,15.3,367.2,24,152.9015,0.59,Calm,FMS_MARITIME,2026-04-06
2022-06-02,1,HFO,66.03,18.0,432.0,24,475.9662,0.89,Calm,FMS_MARITIME,2026-04-06
2022-06-03,1,LSMGO,57.22,11.2,268.8,24,662.8835,0.86,Rough,FMS_MARITIME,2026-04-06
2022-06-04,1,VLSFO,16.04,11.0,264.0,24,189.1991,0.53,Moderate,FMS_MARITIME,2026-04-06
2022-06-05,1,LSMGO,66.11,16.7,400.8,24,513.6391,0.44,Calm,FMS_MARITIME,2026-04-06
2022-06-06,1,VLSFO,38.05,14.4,345.6,24,342.8464,0.94,Rough,FMS_MARITIME,2026-04-06
2022-06-07,1,VLSFO,23.34,15.2,364.8,24,199.2345,0.58,Calm,FMS_MARITIME,2026-04-06
2022-06-08,1,VLSFO,56.03,14.5,348.0,24,501.3719,0.55,Rough,FMS_MARITIME,2026-04-06
2022-06-09,1,MGO,55.17,14.0,336.0,24,511.3077,0.86,Calm,FMS_MARITIME,2026-04-06
2022-06-10,1,MGO,51.18,16.6,398.4,24,400.0364,0.55,Calm,FMS_MARITIME,2026-04-06
2022-06-11,1,VLSFO,62.4,9.5,228.0,24,852.2526,0.55,Calm,FMS_MARITIME,2026-04-06
2022-06-12,1,MGO,58.84,10.2,244.8,24,748.4794,0.69,Rough,FMS_MARITIME,2026-04-06
2022-06-13,1,VLSFO,19.35,11.1,266.4,24,226.1858,0.87,Calm,FMS_MARITIME,2026-04-06
2022-06-14,1,HFO,30.86,11.9,285.6,24,336.4777,0.91,Calm,FMS_MARITIME,2026-04-06
2022-06-15,1,LNG,58.0,9.2,220.8,24,817.9891,0.51,Calm,FMS_MARITIME,2026-04-06
2022-06-16,1,MGO,21.33,15.2,364.8,24,182.0768,0.51,Rough,FMS_MARITIME,2026-04-06
2022-06-17,1,LSMGO,74.98,11.8,283.2,24,824.4623,0.44,Rough,FMS_MARITIME,2026-04-06
2022-06-18,1,LSMGO,65.18,16.0,384.0,24,528.5691,0.94,Calm,FMS_MARITIME,2026-04-06
2022-06-19,1,VLSFO,15.07,10.3,247.2,24,189.8381,0.8,Calm,FMS_MARITIME,2026-04-06
2022-06-20,1,MGO,22.89,13.1,314.4,24,226.7158,0.96,Calm,FMS_MARITIME,2026-04-06
2022-06-21,1,MGO,41.47,11.3,271.2,24,476.171,0.58,Rough,FMS_MARITIME,2026-04-06
2022-06-22,1,LNG,66.03,10.7,256.8,24,800.6909,0.85,Moderate,FMS_MARITIME,2026-04-06
2022-06-23,1,LSMGO,18.01,9.0,216.0,24,259.6442,0.72,Calm,FMS_MARITIME,2026-04-06
2022-06-24,1,LNG,37.33,10.8,259.2,24,448.4785,0.63,Moderate,FMS_MARITIME,2026-04-06
2022-06-25,1,HFO,76.28,12.6,302.4,24,785.5024,0.53,Calm,FMS_MARITIME,2026-04-06
2022-06-26,1,MGO,17.97,11.0,264.0,24,211.9643,0.67,Moderate,FMS_MARITIME,2026-04-06
2022-06-27,1,VLSFO,24.6,16.7,400.8,24,191.1287,0.65,Rough,FMS_MARITIME,2026-04-06
2022-06-28,1,LSMGO,53.48,11.3,271.2,24,614.0735,0.7,Moderate,FMS_MARITIME,2026-04-06
2022-06-28,1,MGO,29.2,10.5,252.0,24,360.8286,0.75,Calm,FMS_MARITIME,2026-04-06
2022-06-28,1,HFO,41.74,11.3,271.2,24,479.2712,0.74,Moderate,FMS_MARITIME,2026-04-06
2022-06-01,2,VLSFO,40.75,8.9,213.6,24,594.0801,0.92,Rough,FMS_MARITIME,2026-04-06
2022-06-02,2,LNG,58.2,9.5,228.0,24,794.8895,0.75,Moderate,FMS_MARITIME,2026-04-06
2022-06-03,2,LNG,18.75,14.0,336.0,24,173.7723,0.61,Moderate,FMS_MARITIME,2026-04-06
2022-06-04,2,LNG,38.86,10.1,242.4,24,499.2163,0.49,Calm,FMS_MARITIME,2026-04-06
2022-06-05,2,MGO,33.79,9.8,235.2,24,447.3727,0.76,Calm,FMS_MARITIME,2026-04-06
2022-06-06,2,VLSFO,79.7,9.8,235.2,24,1055.2117,0.48,Calm,FMS_MARITIME,2026-04-06
2022-06-07,2,VLSFO,80.94,11.1,266.4,24,946.123,0.92,Calm,FMS_MARITIME,2026-04-06
2022-06-08,2,LSMGO,43.91,15.9,381.6,24,358.3222,0.98,Calm,FMS_MARITIME,2026-04-06
2022-06-09,2,MGO,33.53,12.4,297.6,24,350.8482,0.46,Rough,FMS_MARITIME,2026-04-06
2022-06-10,2,LSMGO,75.78,15.3,367.2,24,642.6441,0.87,Moderate,FMS_MARITIME,2026-04-06
2022-06-11,2,LNG,52.12,8.8,211.2,24,768.4739,0.42,Moderate,FMS_MARITIME,2026-04-06
