log_date,vessel_id,fuel_grade,consumption_mt,speed_knots,distance_nm,running_hours,eeoi,load_factor,sea_condition,source_system,ingestion_date
2023-01-01,1,VLSFO,54.53,15.9,381.6,24,444.9854,0.99,Moderate,FMS_MARITIME,2026-04-06
2023-01-02,1,HFO,67.77,17.1,410.4,24,514.2197,0.55,Calm,FMS_MARITIME,2026-04-06
2023-01-03,1,MGO,50.94,12.9,309.6,24,512.3616,0.52,Moderate,FMS_MARITIME,2026-04-06
2023-01-04,1,MGO,83.82,11.7,280.8,24,929.5423,0.76,Moderate,FMS_MARITIME,2026-04-06
2023-01-05,1,VLSFO,61.11,8.0,192.0,24,991.1278,0.75,Moderate,FMS_MARITIME,2026-04-06
2023-01-06,1,HFO,48.76,12.4,297.6,24,510.2105,0.78,Rough,FMS_MARITIME,2026-04-06
2023-01-07,1,LNG,80.39,17.7,424.8,24,589.2996,0.64,Moderate,FMS_MARITIME,2026-04-06
2023-01-08,1,LSMGO,62.34,12.1,290.4,24,668.4806,0.82,Calm,FMS_MARITIME,2026-04-06
2023-01-09,1,VLSFO,42.03,17.8,427.2,24,306.3704,0.79,Rough,FMS_MARITIME,2026-04-06
2023-01-10,1,MGO,37.88,12.1,290.4,24,406.1926,0.81,Moderate,FMS_MARITIME,2026-04-06
2023-01-11,1,HFO,38.26,8.3,199.2,24,598.1006,0.75,Calm,FMS_MARITIME,2026-04-06
2023-01-12,1,VLSFO,60.78,8.5,204.0,24,927.7888,0.98,Calm,FMS_MARITIME,2026-04-06
2023-01-13,1,VLSFO,42.39,17.4,417.6,24,316.0978,0.98,Calm,FMS_MARITIME,2026-04-06
2023-01-14,1,VLSFO,65.64,10.5,252.0,24,811.1229,0.66,Moderate,FMS_MARITIME,2026-04-06
2023-01-15,1,MGO,65.19,8.1,194.4,24,1044.2472,0.48,Moderate,FMS_MARITIME,2026-04-06
2023-01-16,1,LSMGO,21.52,17.6,422.4,24,158.6489,0.45,Rough,FMS_MARITIME,2026-04-06
2023-01-17,1,LNG,58.17,15.0,360.0,24,503.1705,0.48,Rough,FMS_MARITIME,2026-04-06
2023-01-18,1,MGO,30.96,16.1,386.4,24,249.5068,0.78,Calm,FMS_MARITIME,2026-04-06
2023-01-19,1,VLSFO,84.48,10.7,256.8,24,1024.4187,0.44,Moderate,FMS_MARITIME,2026-04-06
2023-01-20,1,LSMGO,41.77,11.8,283.2,24,459.293,0.43,Calm,FMS_MARITIME,2026-04-06
2023-01-21,1,MGO,37.83,17.1,410.4,24,287.0434,0.68,Calm,FMS_MARITIME,2026-04-06
2023-01-22,1,HFO,82.21,17.7,424.8,24,602.6411,0.79,Moderate,FMS_MARITIME,2026-04-06
2023-01-23,1,HFO,66.34,8.0,192.0,24,1075.9519,0.7,Calm,FMS_MARITIME,2026-04-06
2023-01-24,1,LSMGO,56.46,9.9,237.6,24,739.9682,0.5,Calm,FMS_MARITIME,2026-04-06
2023-01-25,1,LNG,65.37,13.7,328.8,24,619.1064,0.65,Moderate,FMS_MARITIME,2026-04-06
2023-01-26,1,MGO,54.28,8.8,211.2,24,800.3216,0.9,Rough,FMS_MARITIME,2026-04-06
2023-01-27,1,LNG,68.77,11.8,283.2,24,756.1786,0.98,Calm,FMS_MARITIME,2026-04-06
2023-01-28,1,MGO,27.08,14.5,348.0,24,242.3193,0.54,Moderate,FMS_MARITIME,2026-04-06
2023-01-28,1,MGO,67.29,9.6,230.4,24,909.4664,1.0,Calm,FMS_MARITIME,2026-04-06
2023-01-28,1,MGO,50.23,12.0,288.0,24,543.1119,0.61,Rough,FMS_MARITIME,2026-04-06
2023-01-01,2,LNG,56.63,14.4,345.6,24,510.2599,0.56,Rough,FMS_MARITIME,2026-04-06
2023-01-02,2,LNG,56.42,9.2,220.8,24,795.706,0.67,Moderate,FMS_MARITIME,2026-04-06
2023-01-03,2,LNG,76.68,11.5,276.0,24,865.1504,0.63,Rough,FMS_MARITIME,2026-04-06
2023-01-04,2,LNG,64.81,13.6,326.4,24,618.316,0.79,Rough,FMS_MARITIME,2026-04-06
2023-01-05,2,MGO,36.14,17.6,422.4,24,266.4298,0.91,Rough,FMS_MARITIME,2026-04-06
2023-01-06,2,LNG,61.92,8.7,208.8,24,923.4621,0.57,Calm,FMS_MARITIME,2026-04-06
2023-01-07,2,HFO,80.91,14.8,355.2,24,709.3292,0.81,Rough,FMS_MARITIME,2026-04-06
2023-01-08,2,LNG,46.45,13.1,314.4,24,460.0677,0.63,Calm,FMS_MARITIME,2026-04-06
2023-01-09,2,VLSFO,58.24,12.8,307.2,24,590.3625,0.54,Moderate,FMS_MARITIME,2026-04-06
2023-01-10,2,VLSFO,31.34,15.9,381.6,24,255.7462,0.42,Rough,FMS_MARITIME,2026-04-06
2023-01-11,2,HFO,41.38,16.2,388.8,24,331.4231,0.42,Rough,FMS_MARITIME,2026-04-06
2023-01-12,2,HFO,65.58,15.8,379.2,24,538.5446,0.52,Calm,FMS_MARITIME,2026-04-06
2023-01-13,2,MGO,40.68,15.8,379.2,24,334.0652,0.71,Moderate,FMS_MARITIME,2026-04-06
2023-01-14,2,LSMGO,38.53,10.3,247.2,24,485.3658,0.52,Rough,FMS_MARITIME,2026-04-06
2023-01-15,2,HFO,71.5,10.3,247.2,24,900.6917,0.41,Moderate,FMS_MARITIME,2026-04-06
2023-01-16,2,HFO,21.18,13.4,321.6,24,205.0825,0.72,Calm,FMS_MARITIME,2026-04-06
2023-01-17,2,VLSFO,69.7,13.4,321.6,24,674.8937,0.49,Calm,FMS_MARITIME,2026-04-06
