bunker_date,vessel_id,port_name,fuel_grade,quantity_mt,unit_price_usd,total_cost_usd,supplier,rob_before_mt,rob_after_mt,source_system,ingestion_date
2023-06-29,33,Busan,MGO,2202.06,633.69,1395423.4,Integr8,1697.31,2218.07,BUNKERWORLD,2026-04-06
2023-08-08,66,Rotterdam,MGO,848.09,554.88,470588.18,Integr8,1069.03,978.05,BUNKERWORLD,2026-04-06
2023-08-20,30,Singapore,HFO,2189.92,751.16,1644980.31,Bunker One,1413.57,1760.92,BUNKERWORLD,2026-04-06
2023-07-03,43,Santos,VLSFO,1308.5,733.81,960190.38,Bunker One,1936.67,626.58,BUNKERWORLD,2026-04-06
2023-07-20,107,Melbourne,VLSFO,1043.49,387.59,404446.29,World Fuel Services,1640.0,1863.97,BUNKERWORLD,2026-04-06
2023-07-31,64,Busan,MGO,979.59,471.9,462268.52,Integr8,1928.91,660.0,BUNKERWORLD,2026-04-06
2023-07-14,117,Rotterdam,LSMGO,1554.96,767.9,1194053.78,Bunker One,1855.21,2808.7,BUNKERWORLD,2026-04-06
2023-07-24,91,Montreal,MGO,1812.36,679.88,1232187.32,Peninsula,1937.73,2649.14,BUNKERWORLD,2026-04-06
2023-08-06,104,Montreal,MGO,796.5,384.12,305951.58,Peninsula,550.13,855.33,BUNKERWORLD,2026-04-06
2023-09-03,49,Rotterdam,HFO,1530.3,626.56,958824.77,World Fuel Services,1001.48,2106.95,BUNKERWORLD,2026-04-06
2023-08-25,149,Melbourne,LSMGO,2855.65,713.54,2037620.5,World Fuel Services,1533.98,1976.26,BUNKERWORLD,2026-04-06
2023-06-23,36,Busan,VLSFO,333.91,838.32,279923.43,Integr8,1622.01,653.74,BUNKERWORLD,2026-04-06
2023-08-13,4,Busan,HFO,550.3,561.6,309048.48,Peninsula,1773.51,866.44,BUNKERWORLD,2026-04-06
2023-07-05,9,Hamburg,MGO,2064.46,664.77,1372391.07,Integr8,721.53,1839.14,BUNKERWORLD,2026-04-06
2023-07-23,43,Dubai,LNG,2875.66,498.17,1432567.54,Peninsula,1070.69,1617.93,BUNKERWORLD,2026-04-06
2023-06-22,25,Singapore,VLSFO,2595.0,577.64,1498975.8,World Fuel Services,1907.56,1464.05,BUNKERWORLD,2026-04-06
2023-08-31,125,Montreal,VLSFO,462.1,759.12,350789.35,Bomin,1312.33,539.59,BUNKERWORLD,2026-04-06
2023-08-28,135,Singapore,LSMGO,206.62,477.72,98706.51,Peninsula,1994.47,2303.55,BUNKERWORLD,2026-04-06
2023-07-31,45,Singapore,LSMGO,1766.57,403.77,713287.97,World Fuel Services,591.39,2234.15,BUNKERWORLD,2026-04-06
2023-06-26,5,Santos,MGO,2857.43,678.01,1937366.11,World Fuel Services,1582.76,659.49,BUNKERWORLD,2026-04-06
2023-07-06,48,Montreal,VLSFO,243.4,452.44,110123.9,Bomin,1130.83,1304.17,BUNKERWORLD,2026-04-06
2023-08-04,36,Hamburg,VLSFO,2895.62,501.71,1452761.51,Integr8,1493.89,2570.33,BUNKERWORLD,2026-04-06
2023-07-03,70,Montreal,VLSFO,2001.58,355.21,710981.23,World Fuel Services,334.37,2071.75,BUNKERWORLD,2026-04-06
2023-08-18,14,Melbourne,MGO,1267.06,362.62,459461.3,Bomin,644.38,2368.81,BUNKERWORLD,2026-04-06
2023-08-31,72,Busan,VLSFO,1070.57,454.4,486467.01,Integr8,1300.95,1218.46,BUNKERWORLD,2026-04-06
2023-08-17,93,Houston,LNG,1097.92,652.57,716469.65,Bomin,551.68,1627.27,BUNKERWORLD,2026-04-06
2023-09-02,27,Montreal,MGO,2049.22,705.67,1446073.08,Bomin,131.25,1254.16,BUNKERWORLD,2026-04-06
2023-07-12,97,Hamburg,LSMGO,2655.93,592.65,1574036.91,World Fuel Services,1662.77,527.89,BUNKERWORLD,2026-04-06
2023-07-28,141,Montreal,VLSFO,2236.65,710.7,1589587.16,Bunker One,1911.42,2283.09,BUNKERWORLD,2026-04-06
2023-06-21,135,Busan,HFO,2393.34,618.38,1479993.59,Integr8,1886.29,2478.13,BUNKERWORLD,2026-04-06
2023-07-02,148,Houston,MGO,1520.63,624.71,949952.77,Peninsula,698.02,2045.2,BUNKERWORLD,2026-04-06
2023-07-08,44,Shanghai,HFO,1642.75,801.18,1316138.44,Bunker One,1222.39,2571.19,BUNKERWORLD,2026-04-06
2023-06-26,18,Santos,LNG,1094.96,734.45,804193.37,Peninsula,533.26,2717.25,BUNKERWORLD,2026-04-06
2023-08-03,48,Hamburg,LSMGO,2148.5,423.78,910491.33,Integr8,112.46,2087.46,BUNKERWORLD,2026-04-06
2023-08-06,38,Hamburg,LNG,202.82,368.21,74680.35,Bunker One,876.93,853.64,BUNKERWORLD,2026-04-06
2023-09-01,55,Montreal,HFO,1947.39,769.39,1498302.39,World Fuel Services,1379.61,2216.37,BUNKERWORLD,2026-04-06
2023-07-08,25,Montreal,VLSFO,334.01,393.22,131339.41,Peninsula,1592.86,1619.24,BUNKERWORLD,2026-04-06
2023-07-30,36,Hamburg,LSMGO,2208.07,612.45,1352332.47,Integr8,330.47,2925.45,BUNKERWORLD,2026-04-06
