log_date,vessel_id,fuel_grade,consumption_mt,speed_knots,distance_nm,running_hours,eeoi,load_factor,sea_condition,source_system,ingestion_date
2021-06-01,1,VLSFO,57.94,14.1,338.4,24,533.1713,0.76,Moderate,FMS_MARITIME,2026-04-06
2021-06-02,1,VLSFO,51.54,11.0,264.0,24,607.9377,1.0,Moderate,FMS_MARITIME,2026-04-06
2021-06-03,1,VLSFO,33.21,14.5,348.0,24,297.1722,0.8,Moderate,FMS_MARITIME,2026-04-06
2021-06-04,1,HFO,76.45,9.2,220.8,24,1078.1943,0.91,Calm,FMS_MARITIME,2026-04-06
2021-06-05,1,HFO,49.27,17.6,422.4,24,363.2263,0.86,Moderate,FMS_MARITIME,2026-04-06
2021-06-06,1,MGO,73.32,15.5,372.0,24,613.7594,0.56,Calm,FMS_MARITIME,2026-04-06
2021-06-07,1,HFO,28.64,13.0,312.0,24,285.8492,0.94,Moderate,FMS_MARITIME,2026-04-06
2021-06-08,1,MGO,43.04,13.3,319.2,24,419.8827,0.92,Moderate,FMS_MARITIME,2026-04-06
2021-06-09,1,VLSFO,77.68,8.4,201.6,24,1199.8786,0.87,Moderate,FMS_MARITIME,2026-04-06
2021-06-10,1,MGO,24.23,10.4,249.6,24,302.2925,0.48,Calm,FMS_MARITIME,2026-04-06
2021-06-11,1,LNG,46.79,8.8,211.2,24,689.8866,0.62,Calm,FMS_MARITIME,2026-04-06
2021-06-12,1,LNG,31.37,13.6,326.4,24,299.2836,0.59,Calm,FMS_MARITIME,2026-04-06
2021-06-13,1,VLSFO,34.44,8.0,192.0,24,558.5737,0.47,Calm,FMS_MARITIME,2026-04-06
2021-06-14,1,LNG,74.52,18.0,432.0,24,537.165,0.91,Calm,FMS_MARITIME,2026-04-06
2021-06-15,1,HFO,71.26,13.0,312.0,24,711.2296,0.61,Rough,FMS_MARITIME,2026-04-06
2021-06-16,1,HFO,52.3,11.4,273.6,24,595.2566,0.51,Moderate,FMS_MARITIME,2026-04-06
2021-06-17,1,LNG,38.25,13.1,314.4,24,378.8502,0.74,Moderate,FMS_MARITIME,2026-04-06
2021-06-18,1,MGO,49.86,13.8,331.2,24,468.7924,0.6,Moderate,FMS_MARITIME,2026-04-06
2021-06-19,1,MGO,74.05,8.5,204.0,24,1130.3515,0.42,Moderate,FMS_MARITIME,2026-04-06
2021-06-20,1,MGO,23.02,13.5,324.0,24,221.2478,0.48,Calm,FMS_MARITIME,2026-04-06
2021-06-21,1,LNG,21.72,10.4,249.6,24,270.9779,0.91,Rough,FMS_MARITIME,2026-04-06
2021-06-22,1,VLSFO,19.68,8.6,206.4,24,296.9163,0.95,Rough,FMS_MARITIME,2026-04-06
2021-06-23,1,HFO,64.62,15.3,367.2,24,548.0029,0.79,Rough,FMS_MARITIME,2026-04-06
2021-06-24,1,LNG,46.63,8.3,199.2,24,728.9449,0.6,Moderate,FMS_MARITIME,2026-04-06
2021-06-25,1,VLSFO,30.43,16.1,386.4,24,245.2356,0.7,Moderate,FMS_MARITIME,2026-04-06
2021-06-26,1,HFO,15.93,16.9,405.6,24,122.3028,0.77,Moderate,FMS_MARITIME,2026-04-06
2021-06-27,1,LNG,15.5,12.8,307.2,24,157.1191,0.76,Rough,FMS_MARITIME,2026-04-06
2021-06-28,1,MGO,39.28,12.1,290.4,24,421.205,0.48,Calm,FMS_MARITIME,2026-04-06
2021-06-28,1,MGO,46.59,17.6,422.4,24,343.4689,0.89,Rough,FMS_MARITIME,2026-04-06
2021-06-28,1,LNG,18.34,11.3,271.2,24,210.5854,0.89,Calm,FMS_MARITIME,2026-04-06
2021-06-01,2,HFO,26.64,8.7,208.8,24,397.3034,0.68,Calm,FMS_MARITIME,2026-04-06
2021-06-02,2,LNG,64.78,12.2,292.8,24,688.9512,0.93,Calm,FMS_MARITIME,2026-04-06
2021-06-03,2,LSMGO,19.67,11.6,278.4,24,220.0157,0.4,Calm,FMS_MARITIME,2026-04-06
2021-06-04,2,VLSFO,17.53,11.8,283.2,24,192.7557,0.72,Rough,FMS_MARITIME,2026-04-06
2021-06-05,2,LNG,69.97,14.6,350.4,24,621.8224,0.95,Calm,FMS_MARITIME,2026-04-06
2021-06-06,2,LNG,68.79,13.0,312.0,24,686.5771,0.91,Calm,FMS_MARITIME,2026-04-06
2021-06-07,2,VLSFO,60.37,14.7,352.8,24,532.8577,0.74,Rough,FMS_MARITIME,2026-04-06
2021-06-08,2,LNG,49.78,13.9,333.6,24,464.673,0.49,Calm,FMS_MARITIME,2026-04-06
2021-06-09,2,MGO,41.58,14.3,343.2,24,377.2731,0.69,Rough,FMS_MARITIME,2026-04-06
2021-06-10,2,MGO,44.3,16.3,391.2,24,352.6334,0.79,Calm,FMS_MARITIME,2026-04-06
2021-06-11,2,LSMGO,44.24,16.3,391.2,24,352.1558,0.67,Calm,FMS_MARITIME,2026-04-06
2021-06-12,2,MGO,70.6,8.3,199.2,24,1103.6566,0.61,Calm,FMS_MARITIME,2026-04-06
2021-06-13,2,MGO,82.9,14.2,340.8,24,757.4842,0.89,Calm,FMS_MARITIME,2026-04-06
2021-06-14,2,MGO,52.71,8.9,213.6,24,768.4407,0.75,Moderate,FMS_MARITIME,2026-04-06
2021-06-15,2,LSMGO,55.66,8.2,196.8,24,880.7177,0.83,Moderate,FMS_MARITIME,2026-04-06
2021-06-16,2,LNG,81.2,12.3,295.2,24,856.561,0.41,Calm,FMS_MARITIME,2026-04-06
2021-06-17,2,MGO,60.16,10.3,247.2,24,757.8408,0.41,Moderate,FMS_MARITIME,2026-04-06
2021-06-18,2,LNG,67.28,11.4,273.6,24,765.7526,0.86,Moderate,FMS_MARITIME,2026-04-06
2021-06-19,2,LNG,40.48,8.8,211.2,24,596.85,0.48,Moderate,FMS_MARITIME,2026-04-06
2021-06-20,2,VLSFO,52.15,12.0,288.0,24,563.8719,0.7,Calm,FMS_MARITIME,2026-04-06
2021-06-21,2,LSMGO,37.9,8.1,194.4,24,607.1019,0.7,Rough,FMS_MARITIME,2026-04-06
2021-06-22,2,HFO,73.67,9.8,235.2,24,975.3758,0.7,Calm,FMS_MARITIME,2026-04-06
2021-06-23,2,HFO,32.87,12.2,292.8,24,349.5805,0.76,Moderate,FMS_MARITIME,2026-04-06
2021-06-24,2,VLSFO,16.01,12.7,304.8,24,163.5667,0.56,Calm,FMS_MARITIME,2026-04-06
2021-06-25,2,VLSFO,49.58,15.6,374.4,24,412.3721,0.94,Rough,FMS_MARITIME,2026-04-06
2021-06-26,2,VLSFO,24.11,12.2,292.8,24,256.4158,0.67,Rough,FMS_MARITIME,2026-04-06
2021-06-27,2,VLSFO,19.21,10.6,254.4,24,235.1413,0.67,Rough,FMS_MARITIME,2026-04-06
2021-06-28,2,LNG,34.02,15.3,367.2,24,288.5029,0.4,Rough,FMS_MARITIME,2026-04-06
2021-06-28,2,LNG,32.76,9.9,237.6,24,429.3545,0.69,Calm,FMS_MARITIME,2026-04-06
2021-06-28,2,LSMGO,76.16,10.1,242.4,24,978.3921,0.77,Calm,FMS_MARITIME,2026-04-06
2021-06-01,3,VLSFO,70.18,8.6,206.4,24,1058.8203,0.43,Moderate,FMS_MARITIME,2026-04-06
2021-06-02,3,LSMGO,18.59,8.4,201.6,24,287.1491,0.64,Calm,FMS_MARITIME,2026-04-06
2021-06-03,3,HFO,17.24,12.5,300.0,24,178.9512,0.93,Calm,FMS_MARITIME,2026-04-06
2021-06-04,3,MGO,53.12,12.8,307.2,24,538.4625,0.68,Calm,FMS_MARITIME,2026-04-06
2021-06-05,3,VLSFO,56.64,12.9,309.6,24,569.693,0.53,Calm,FMS_MARITIME,2026-04-06
2021-06-06,3,MGO,48.43,12.0,288.0,24,523.6494,0.46,Rough,FMS_MARITIME,2026-04-06
2021-06-07,3,VLSFO,63.71,12.7,304.8,24,650.8955,0.42,Moderate,FMS_MARITIME,2026-04-06
2021-06-08,3,LSMGO,79.67,15.2,364.8,24,680.0778,0.55,Rough,FMS_MARITIME,2026-04-06
2021-06-09,3,LSMGO,68.51,12.9,309.6,24,689.0831,0.5,Calm,FMS_MARITIME,2026-04-06
2021-06-10,3,MGO,59.4,12.3,295.2,24,626.5976,0.78,Rough,FMS_MARITIME,2026-04-06
2021-06-11,3,LSMGO,63.58,15.5,372.0,24,532.2261,0.9,Rough,FMS_MARITIME,2026-04-06
2021-06-12,3,MGO,34.63,12.6,302.4,24,356.6065,0.67,Rough,FMS_MARITIME,2026-04-06
2021-06-13,3,LNG,26.23,13.8,331.2,24,246.619,0.93,Calm,FMS_MARITIME,2026-04-06
2021-06-14,3,MGO,51.72,16.0,384.0,24,419.4169,0.59,Rough,FMS_MARITIME,2026-04-06
