log_date,vessel_id,fuel_grade,consumption_mt,speed_knots,distance_nm,running_hours,eeoi,load_factor,sea_condition,source_system,ingestion_date
2022-02-01,1,LSMGO,55.61,14.2,340.8,24,508.1266,0.43,Rough,FMS_MARITIME,2026-04-06
2022-02-02,1,HFO,32.02,9.5,228.0,24,437.3258,0.41,Rough,FMS_MARITIME,2026-04-06
2022-02-03,1,VLSFO,28.68,9.9,237.6,24,375.8818,0.57,Calm,FMS_MARITIME,2026-04-06
2022-02-04,1,HFO,15.19,15.2,364.8,24,129.6646,0.65,Rough,FMS_MARITIME,2026-04-06
2022-02-05,1,VLSFO,75.86,10.3,247.2,24,955.615,0.88,Moderate,FMS_MARITIME,2026-04-06
2022-02-06,1,MGO,65.07,16.3,391.2,24,517.9652,0.74,Moderate,FMS_MARITIME,2026-04-06
2022-02-07,1,MGO,36.99,10.9,261.6,24,440.3167,0.58,Moderate,FMS_MARITIME,2026-04-06
2022-02-08,1,LNG,82.64,11.1,266.4,24,965.9946,0.61,Rough,FMS_MARITIME,2026-04-06
2022-02-09,1,LNG,18.86,11.8,283.2,24,207.3801,0.62,Calm,FMS_MARITIME,2026-04-06
2022-02-10,1,LNG,71.77,14.5,348.0,24,642.2178,0.8,Calm,FMS_MARITIME,2026-04-06
2022-02-11,1,HFO,38.12,17.3,415.2,24,285.9,0.89,Moderate,FMS_MARITIME,2026-04-06
2022-02-12,1,MGO,54.62,15.6,374.4,24,454.2913,0.7,Rough,FMS_MARITIME,2026-04-06
2022-02-13,1,MGO,35.02,13.5,324.0,24,336.5811,0.78,Rough,FMS_MARITIME,2026-04-06
2022-02-14,1,MGO,24.17,9.2,220.8,24,340.8758,0.81,Moderate,FMS_MARITIME,2026-04-06
2022-02-15,1,LSMGO,49.0,9.9,237.6,24,642.197,0.75,Rough,FMS_MARITIME,2026-04-06
2022-02-16,1,HFO,75.18,14.2,340.8,24,686.944,0.96,Moderate,FMS_MARITIME,2026-04-06
2022-02-17,1,HFO,62.75,14.8,355.2,24,550.1225,0.69,Calm,FMS_MARITIME,2026-04-06
2022-02-18,1,MGO,55.5,11.8,283.2,24,610.2648,0.55,Moderate,FMS_MARITIME,2026-04-06
2022-02-19,1,MGO,68.6,10.9,261.6,24,816.5917,0.66,Calm,FMS_MARITIME,2026-04-06
2022-02-20,1,HFO,69.88,14.1,338.4,24,643.0447,0.83,Rough,FMS_MARITIME,2026-04-06
2022-02-21,1,VLSFO,35.28,13.7,328.8,24,334.1299,0.89,Rough,FMS_MARITIME,2026-04-06
2022-02-22,1,HFO,82.71,8.3,199.2,24,1292.9666,0.99,Rough,FMS_MARITIME,2026-04-06
2022-02-23,1,VLSFO,57.14,8.6,206.4,24,862.0831,0.47,Moderate,FMS_MARITIME,2026-04-06
2022-02-24,1,LSMGO,70.57,8.4,201.6,24,1090.0545,0.87,Calm,FMS_MARITIME,2026-04-06
2022-02-25,1,LSMGO,70.94,12.9,309.6,24,713.5244,0.48,Moderate,FMS_MARITIME,2026-04-06
2022-02-26,1,VLSFO,59.02,9.2,220.8,24,832.3745,0.85,Calm,FMS_MARITIME,2026-04-06
2022-02-27,1,LNG,67.5,9.4,225.6,24,931.7154,0.44,Rough,FMS_MARITIME,2026-04-06
2022-02-28,1,LSMGO,79.91,14.7,352.8,24,705.3281,0.46,Moderate,FMS_MARITIME,2026-04-06
2022-02-28,1,VLSFO,76.42,12.6,302.4,24,786.944,0.81,Rough,FMS_MARITIME,2026-04-06
2022-02-28,1,VLSFO,22.73,13.1,314.4,24,225.1311,0.86,Calm,FMS_MARITIME,2026-04-06
2022-02-01,2,HFO,29.65,14.0,336.0,24,274.792,0.59,Rough,FMS_MARITIME,2026-04-06
2022-02-02,2,LSMGO,35.95,15.0,360.0,24,310.9675,0.91,Moderate,FMS_MARITIME,2026-04-06
2022-02-03,2,LSMGO,17.1,16.7,400.8,24,132.8578,0.79,Moderate,FMS_MARITIME,2026-04-06
2022-02-04,2,LNG,16.1,8.4,201.6,24,248.6875,0.59,Rough,FMS_MARITIME,2026-04-06
2022-02-05,2,MGO,31.72,15.1,362.4,24,272.5609,0.57,Rough,FMS_MARITIME,2026-04-06
2022-02-06,2,VLSFO,22.49,13.0,312.0,24,224.4675,0.76,Moderate,FMS_MARITIME,2026-04-06
2022-02-07,2,LNG,21.42,11.4,273.6,24,243.7934,0.51,Moderate,FMS_MARITIME,2026-04-06
2022-02-08,2,LSMGO,47.38,16.8,403.2,24,365.9259,0.81,Rough,FMS_MARITIME,2026-04-06
2022-02-09,2,MGO,80.8,17.8,427.2,24,588.9775,0.86,Moderate,FMS_MARITIME,2026-04-06
