log_date,vessel_id,fuel_grade,consumption_mt,speed_knots,distance_nm,running_hours,eeoi,load_factor,sea_condition,source_system,ingestion_date
2023-06-01,1,VLSFO,69.0,16.0,384.0,24,559.5469,0.77,Moderate,FMS_MARITIME,2026-04-06
2023-06-02,1,LNG,25.21,8.1,194.4,24,403.8269,0.95,Rough,FMS_MARITIME,2026-04-06
2023-06-03,1,LSMGO,22.42,14.5,348.0,24,200.6203,0.64,Moderate,FMS_MARITIME,2026-04-06
2023-06-04,1,MGO,73.83,14.5,348.0,24,660.6512,0.41,Rough,FMS_MARITIME,2026-04-06
2023-06-05,1,VLSFO,30.55,15.6,374.4,24,254.0938,0.72,Rough,FMS_MARITIME,2026-04-06
2023-06-06,1,LSMGO,46.06,10.4,249.6,24,574.6428,0.52,Moderate,FMS_MARITIME,2026-04-06
2023-06-07,1,HFO,18.9,14.0,336.0,24,175.1625,0.99,Moderate,FMS_MARITIME,2026-04-06
2023-06-08,1,VLSFO,62.43,16.8,403.2,24,482.1603,0.82,Calm,FMS_MARITIME,2026-04-06
2023-06-09,1,LNG,33.04,12.1,290.4,24,354.2926,0.43,Moderate,FMS_MARITIME,2026-04-06
2023-06-10,1,LSMGO,69.33,11.7,280.8,24,768.8519,0.75,Rough,FMS_MARITIME,2026-04-06
2023-06-11,1,VLSFO,26.14,9.8,235.2,24,346.0883,0.8,Calm,FMS_MARITIME,2026-04-06
2023-06-12,1,LNG,75.16,8.8,211.2,24,1108.183,0.78,Rough,FMS_MARITIME,2026-04-06
2023-06-13,1,LNG,23.37,13.3,319.2,24,227.9893,0.47,Moderate,FMS_MARITIME,2026-04-06
2023-06-14,1,LNG,82.6,12.4,297.6,24,864.3024,0.42,Rough,FMS_MARITIME,2026-04-06
2023-06-15,1,LSMGO,71.56,14.8,355.2,24,627.3588,0.68,Rough,FMS_MARITIME,2026-04-06
2023-06-16,1,LSMGO,48.01,16.9,405.6,24,368.5975,0.41,Moderate,FMS_MARITIME,2026-04-06
2023-06-17,1,MGO,44.92,18.0,432.0,24,323.7983,0.85,Rough,FMS_MARITIME,2026-04-06
2023-06-18,1,LNG,61.29,12.2,292.8,24,651.8342,0.45,Calm,FMS_MARITIME,2026-04-06
2023-06-19,1,LSMGO,74.19,16.7,400.8,24,576.4163,0.78,Rough,FMS_MARITIME,2026-04-06
2023-06-20,1,LSMGO,53.14,9.1,218.4,24,757.683,0.66,Moderate,FMS_MARITIME,2026-04-06
