log_date,vessel_id,fuel_grade,consumption_mt,speed_knots,distance_nm,running_hours,eeoi,load_factor,sea_condition,source_system,ingestion_date
2022-11-01,1,HFO,38.05,12.7,304.8,24,388.7392,0.58,Calm,FMS_MARITIME,2026-04-06
2022-11-02,1,LNG,23.33,17.5,420.0,24,172.9753,0.89,Rough,FMS_MARITIME,2026-04-06
2022-11-03,1,MGO,30.52,11.4,273.6,24,347.3658,0.6,Rough,FMS_MARITIME,2026-04-06
2022-11-04,1,VLSFO,82.38,9.5,228.0,24,1125.1374,0.64,Calm,FMS_MARITIME,2026-04-06
2022-11-05,1,VLSFO,24.42,10.0,240.0,24,316.8495,0.48,Moderate,FMS_MARITIME,2026-04-06
2022-11-06,1,LSMGO,82.87,8.1,194.4,24,1327.4546,0.83,Moderate,FMS_MARITIME,2026-04-06
2022-11-07,1,HFO,68.8,12.7,304.8,24,702.8976,0.78,Rough,FMS_MARITIME,2026-04-06
2022-11-08,1,VLSFO,58.51,13.3,319.2,24,570.8024,0.42,Moderate,FMS_MARITIME,2026-04-06
2022-11-09,1,LSMGO,50.85,8.1,194.4,24,814.5417,0.7,Calm,FMS_MARITIME,2026-04-06
2022-11-10,1,LNG,26.13,8.6,206.4,24,394.2288,0.81,Calm,FMS_MARITIME,2026-04-06
2022-11-11,1,VLSFO,81.13,14.2,340.8,24,741.3111,0.87,Rough,FMS_MARITIME,2026-04-06
2022-11-12,1,HFO,77.5,14.8,355.2,24,679.4341,0.92,Rough,FMS_MARITIME,2026-04-06
2022-11-13,1,LNG,76.96,11.7,280.8,24,853.4667,0.79,Rough,FMS_MARITIME,2026-04-06
2022-11-14,1,HFO,80.98,9.9,237.6,24,1061.3288,0.54,Calm,FMS_MARITIME,2026-04-06
2022-11-15,1,MGO,26.36,17.6,422.4,24,194.3301,0.6,Moderate,FMS_MARITIME,2026-04-06
2022-11-16,1,HFO,30.94,14.5,348.0,24,276.8597,0.47,Calm,FMS_MARITIME,2026-04-06
2022-11-17,1,LNG,44.42,17.3,415.2,24,333.15,0.45,Moderate,FMS_MARITIME,2026-04-06
2022-11-18,1,HFO,58.0,16.0,384.0,24,470.3438,0.92,Moderate,FMS_MARITIME,2026-04-06
2022-11-19,1,LNG,22.68,17.9,429.6,24,164.3983,0.7,Calm,FMS_MARITIME,2026-04-06
2022-11-20,1,VLSFO,24.16,15.1,362.4,24,207.6,0.86,Calm,FMS_MARITIME,2026-04-06
2022-11-21,1,LNG,18.64,9.0,216.0,24,268.7267,0.6,Moderate,FMS_MARITIME,2026-04-06
2022-11-22,1,LSMGO,83.07,17.8,427.2,24,605.5243,0.46,Rough,FMS_MARITIME,2026-04-06
2022-11-23,1,LNG,62.17,16.5,396.0,24,488.8823,0.84,Moderate,FMS_MARITIME,2026-04-06
2022-11-24,1,LSMGO,79.86,17.4,417.6,24,595.5078,0.93,Moderate,FMS_MARITIME,2026-04-06
2022-11-25,1,HFO,80.94,12.8,307.2,24,820.466,0.74,Moderate,FMS_MARITIME,2026-04-06
2022-11-26,1,VLSFO,27.03,12.0,288.0,24,292.2619,0.65,Moderate,FMS_MARITIME,2026-04-06
2022-11-27,1,LNG,32.35,11.7,280.8,24,358.7532,0.64,Rough,FMS_MARITIME,2026-04-06
2022-11-28,1,VLSFO,64.94,13.2,316.8,24,638.3307,0.92,Moderate,FMS_MARITIME,2026-04-06
2022-11-28,1,VLSFO,40.04,12.6,302.4,24,412.3167,0.4,Moderate,FMS_MARITIME,2026-04-06
2022-11-28,1,LSMGO,44.92,8.1,194.4,24,719.5519,0.91,Calm,FMS_MARITIME,2026-04-06
2022-11-01,2,LNG,42.33,14.6,350.4,24,376.1861,0.52,Calm,FMS_MARITIME,2026-04-06
2022-11-02,2,LNG,27.85,9.6,230.4,24,376.4102,0.41,Rough,FMS_MARITIME,2026-04-06
2022-11-03,2,VLSFO,31.41,16.1,386.4,24,253.1334,0.75,Moderate,FMS_MARITIME,2026-04-06
2022-11-04,2,LSMGO,36.89,8.6,206.4,24,556.5672,0.47,Moderate,FMS_MARITIME,2026-04-06
2022-11-05,2,LSMGO,22.16,17.9,429.6,24,160.6291,0.92,Calm,FMS_MARITIME,2026-04-06
2022-11-06,2,VLSFO,80.81,13.7,328.8,24,765.3356,0.98,Rough,FMS_MARITIME,2026-04-06
2022-11-07,2,LSMGO,71.56,16.3,391.2,24,569.6264,0.81,Moderate,FMS_MARITIME,2026-04-06
2022-11-08,2,VLSFO,40.2,10.5,252.0,24,496.7571,0.73,Rough,FMS_MARITIME,2026-04-06
2022-11-09,2,MGO,68.17,14.6,350.4,24,605.8259,0.76,Moderate,FMS_MARITIME,2026-04-06
2022-11-10,2,LNG,49.5,16.5,396.0,24,389.25,0.72,Calm,FMS_MARITIME,2026-04-06
2022-11-11,2,VLSFO,68.34,16.8,403.2,24,527.8045,0.59,Rough,FMS_MARITIME,2026-04-06
2022-11-12,2,HFO,38.79,9.8,235.2,24,513.5717,0.8,Calm,FMS_MARITIME,2026-04-06
2022-11-13,2,LNG,60.14,16.0,384.0,24,487.6978,0.81,Calm,FMS_MARITIME,2026-04-06
2022-11-14,2,HFO,54.51,15.6,374.4,24,453.3764,0.52,Calm,FMS_MARITIME,2026-04-06
2022-11-15,2,LNG,55.05,11.4,273.6,24,626.5559,0.44,Calm,FMS_MARITIME,2026-04-06
2022-11-16,2,MGO,26.51,9.9,237.6,24,347.4417,0.55,Moderate,FMS_MARITIME,2026-04-06
2022-11-17,2,MGO,68.26,10.6,254.4,24,835.541,0.96,Rough,FMS_MARITIME,2026-04-06
2022-11-18,2,HFO,65.45,11.1,266.4,24,765.0574,0.85,Rough,FMS_MARITIME,2026-04-06
2022-11-19,2,LSMGO,26.32,8.2,196.8,24,416.4659,0.64,Rough,FMS_MARITIME,2026-04-06
2022-11-20,2,VLSFO,17.08,10.1,242.4,24,219.4188,0.95,Moderate,FMS_MARITIME,2026-04-06
2022-11-21,2,MGO,67.4,17.0,408.0,24,514.4206,0.56,Rough,FMS_MARITIME,2026-04-06
2022-11-22,2,HFO,63.78,9.5,228.0,24,871.1005,0.82,Rough,FMS_MARITIME,2026-04-06
2022-11-23,2,LNG,36.46,16.2,388.8,24,292.0176,0.86,Rough,FMS_MARITIME,2026-04-06
2022-11-24,2,VLSFO,68.17,8.6,206.4,24,1028.4951,0.41,Moderate,FMS_MARITIME,2026-04-06
2022-11-25,2,VLSFO,51.73,8.3,199.2,24,808.6708,0.68,Moderate,FMS_MARITIME,2026-04-06
2022-11-26,2,HFO,41.07,15.6,374.4,24,341.5918,0.44,Calm,FMS_MARITIME,2026-04-06
2022-11-27,2,LNG,75.26,10.3,247.2,24,948.0568,0.87,Calm,FMS_MARITIME,2026-04-06
2022-11-28,2,VLSFO,77.68,11.6,278.4,24,868.8776,0.92,Calm,FMS_MARITIME,2026-04-06
2022-11-28,2,HFO,57.19,12.5,300.0,24,593.6322,0.74,Calm,FMS_MARITIME,2026-04-06
2022-11-28,2,VLSFO,82.2,11.1,266.4,24,960.8514,0.47,Moderate,FMS_MARITIME,2026-04-06
2022-11-01,3,MGO,71.37,10.1,242.4,24,916.8572,0.63,Calm,FMS_MARITIME,2026-04-06
2022-11-02,3,MGO,40.98,15.1,362.4,24,352.1295,0.89,Rough,FMS_MARITIME,2026-04-06
2022-11-03,3,MGO,62.25,17.3,415.2,24,466.875,0.98,Rough,FMS_MARITIME,2026-04-06
2022-11-04,3,MGO,25.85,11.2,268.8,24,299.4676,0.82,Rough,FMS_MARITIME,2026-04-06
2022-11-05,3,LNG,84.17,9.5,228.0,24,1149.585,0.9,Rough,FMS_MARITIME,2026-04-06
2022-11-06,3,VLSFO,40.97,8.0,192.0,24,664.4822,0.67,Moderate,FMS_MARITIME,2026-04-06
2022-11-07,3,VLSFO,34.87,14.3,343.2,24,316.3904,0.53,Calm,FMS_MARITIME,2026-04-06
2022-11-08,3,LSMGO,77.95,8.9,213.6,24,1136.4059,0.68,Calm,FMS_MARITIME,2026-04-06
2022-11-09,3,HFO,29.89,16.6,398.4,24,233.6282,0.49,Rough,FMS_MARITIME,2026-04-06
2022-11-10,3,HFO,51.24,10.3,247.2,24,645.4748,0.84,Moderate,FMS_MARITIME,2026-04-06
2022-11-11,3,VLSFO,56.92,10.1,242.4,24,731.2248,0.69,Moderate,FMS_MARITIME,2026-04-06
2022-11-12,3,LNG,42.11,8.1,194.4,24,674.5398,0.97,Calm,FMS_MARITIME,2026-04-06
2022-11-13,3,LNG,44.83,15.6,374.4,24,372.8649,0.83,Calm,FMS_MARITIME,2026-04-06
2022-11-14,3,LSMGO,41.26,11.6,278.4,24,461.5073,0.51,Moderate,FMS_MARITIME,2026-04-06
2022-11-15,3,HFO,16.44,11.9,285.6,24,179.2513,0.94,Rough,FMS_MARITIME,2026-04-06
2022-11-16,3,LSMGO,59.33,11.7,280.8,24,657.9545,0.7,Rough,FMS_MARITIME,2026-04-06
