log_date,vessel_id,fuel_grade,consumption_mt,speed_knots,distance_nm,running_hours,eeoi,load_factor,sea_condition,source_system,ingestion_date
2022-10-01,1,HFO,25.01,12.7,304.8,24,255.5156,0.66,Moderate,FMS_MARITIME,2026-04-06
2022-10-02,1,VLSFO,81.83,8.1,194.4,24,1310.7954,0.69,Rough,FMS_MARITIME,2026-04-06
2022-10-03,1,LSMGO,68.46,12.0,288.0,24,740.2237,1.0,Calm,FMS_MARITIME,2026-04-06
2022-10-04,1,VLSFO,55.58,15.1,362.4,24,477.5831,0.45,Calm,FMS_MARITIME,2026-04-06
2022-10-05,1,HFO,32.18,10.6,254.4,24,393.9014,0.49,Rough,FMS_MARITIME,2026-04-06
2022-10-06,1,HFO,51.49,14.2,340.8,24,470.4808,0.63,Calm,FMS_MARITIME,2026-04-06
2022-10-07,1,HFO,72.01,13.4,321.6,24,697.261,0.98,Calm,FMS_MARITIME,2026-04-06
2022-10-08,1,HFO,51.23,12.4,297.6,24,536.0558,0.52,Calm,FMS_MARITIME,2026-04-06
2022-10-09,1,VLSFO,24.76,10.1,242.4,24,318.0802,0.74,Rough,FMS_MARITIME,2026-04-06
2022-10-10,1,MGO,57.24,9.1,218.4,24,816.1418,0.73,Moderate,FMS_MARITIME,2026-04-06
2022-10-11,1,VLSFO,43.11,13.8,331.2,24,405.3277,0.85,Calm,FMS_MARITIME,2026-04-06
2022-10-12,1,LNG,41.39,16.0,384.0,24,335.647,0.41,Moderate,FMS_MARITIME,2026-04-06
2022-10-13,1,MGO,20.95,12.5,300.0,24,217.461,0.94,Calm,FMS_MARITIME,2026-04-06
2022-10-14,1,HFO,64.21,9.1,218.4,24,915.5217,0.73,Calm,FMS_MARITIME,2026-04-06
2022-10-15,1,MGO,38.34,14.2,340.8,24,350.325,0.81,Rough,FMS_MARITIME,2026-04-06
2022-10-16,1,VLSFO,61.31,14.3,343.2,24,556.2918,0.89,Calm,FMS_MARITIME,2026-04-06
2022-10-17,1,HFO,22.34,17.4,417.6,24,166.5871,0.91,Moderate,FMS_MARITIME,2026-04-06
2022-10-18,1,MGO,37.88,9.7,232.8,24,506.6938,0.64,Calm,FMS_MARITIME,2026-04-06
2022-10-19,1,LNG,39.68,15.5,372.0,24,332.16,0.56,Calm,FMS_MARITIME,2026-04-06
2022-10-20,1,MGO,68.64,13.9,333.6,24,640.7223,0.48,Moderate,FMS_MARITIME,2026-04-06
