bunker_date,vessel_id,port_name,fuel_grade,quantity_mt,unit_price_usd,total_cost_usd,supplier,rob_before_mt,rob_after_mt,source_system,ingestion_date
2022-08-14,11,Shanghai,VLSFO,1417.44,557.55,790293.67,World Fuel Services,1355.15,920.69,BUNKERWORLD,2026-04-06
2022-09-05,19,Singapore,MGO,248.18,591.96,146912.63,Bunker One,1620.27,1180.47,BUNKERWORLD,2026-04-06
2022-08-06,16,Shanghai,LSMGO,1635.16,485.99,794671.41,Integr8,302.73,1159.6,BUNKERWORLD,2026-04-06
2022-09-17,122,Busan,LSMGO,2440.82,410.05,1000858.24,Peninsula,148.98,2947.28,BUNKERWORLD,2026-04-06
2022-08-08,92,Rotterdam,HFO,1149.98,448.5,515766.03,Bomin,1154.14,952.42,BUNKERWORLD,2026-04-06
2022-09-13,108,Montreal,LSMGO,841.15,571.77,480944.34,Peninsula,1929.44,2541.86,BUNKERWORLD,2026-04-06
2022-07-02,119,Montreal,VLSFO,54.03,570.82,30841.4,Bunker One,612.43,2656.86,BUNKERWORLD,2026-04-06
2022-06-25,52,Santos,MGO,74.77,635.46,47513.34,Integr8,1551.44,1375.81,BUNKERWORLD,2026-04-06
2022-08-31,58,Santos,MGO,438.59,352.52,154611.75,World Fuel Services,241.04,1538.31,BUNKERWORLD,2026-04-06
2022-09-16,90,Houston,LNG,2855.21,367.54,1049403.88,Bomin,781.89,1068.41,BUNKERWORLD,2026-04-06
2022-07-23,91,Hamburg,HFO,2636.33,429.48,1132251.01,World Fuel Services,914.26,2426.05,BUNKERWORLD,2026-04-06
2022-09-20,67,Santos,HFO,2524.98,574.64,1450954.51,Bunker One,1279.99,1551.68,BUNKERWORLD,2026-04-06
2022-07-15,121,Hamburg,LNG,2712.31,410.2,1112589.56,Bunker One,199.79,1406.79,BUNKERWORLD,2026-04-06
2022-08-31,130,Rotterdam,VLSFO,851.18,572.11,486968.59,World Fuel Services,935.86,734.08,BUNKERWORLD,2026-04-06
2022-07-11,77,Rotterdam,LNG,2182.24,615.83,1343888.86,Peninsula,375.23,1207.23,BUNKERWORLD,2026-04-06
2022-09-18,85,Houston,LSMGO,415.57,658.21,273532.33,Peninsula,993.36,1633.37,BUNKERWORLD,2026-04-06
2022-09-18,133,Dubai,LSMGO,2732.7,569.45,1556136.02,Bomin,1577.42,2878.7,BUNKERWORLD,2026-04-06
2022-07-03,53,Melbourne,LNG,1516.94,800.74,1214674.54,Bomin,1961.9,1097.2,BUNKERWORLD,2026-04-06
2022-08-01,44,Houston,LSMGO,2949.93,406.07,1197878.08,Integr8,504.59,2773.81,BUNKERWORLD,2026-04-06
2022-08-17,90,Hamburg,VLSFO,2076.37,710.69,1475655.4,Integr8,778.4,974.42,BUNKERWORLD,2026-04-06
2022-09-03,78,Rotterdam,MGO,921.24,609.54,561532.63,Bunker One,1075.98,1478.25,BUNKERWORLD,2026-04-06
2022-09-09,107,Shanghai,HFO,1479.36,381.26,564020.79,Peninsula,893.02,736.65,BUNKERWORLD,2026-04-06
2022-08-08,115,Shanghai,MGO,1110.04,705.26,782866.81,Bomin,515.02,1770.07,BUNKERWORLD,2026-04-06
2022-06-27,47,Montreal,LSMGO,1843.05,583.96,1076267.48,Bunker One,1541.16,568.39,BUNKERWORLD,2026-04-06
2022-08-25,14,Busan,LSMGO,1695.25,522.79,886259.75,Bomin,748.69,1764.0,BUNKERWORLD,2026-04-06
2022-07-09,124,Montreal,HFO,2295.09,790.83,1815026.02,Integr8,726.19,2899.49,BUNKERWORLD,2026-04-06
2022-07-12,83,Santos,MGO,2714.49,795.82,2160245.43,World Fuel Services,674.53,884.22,BUNKERWORLD,2026-04-06
2022-08-16,40,Houston,LNG,1401.18,710.04,994893.85,Bunker One,582.98,794.43,BUNKERWORLD,2026-04-06
