bunker_date,vessel_id,port_name,fuel_grade,quantity_mt,unit_price_usd,total_cost_usd,supplier,rob_before_mt,rob_after_mt,source_system,ingestion_date
2023-03-17,132,Melbourne,LNG,2392.16,581.16,1390227.71,Peninsula,1137.9,1560.07,BUNKERWORLD,2026-04-06
2023-01-09,59,Shanghai,MGO,2702.54,423.94,1145714.81,Integr8,1150.9,1907.95,BUNKERWORLD,2026-04-06
2023-03-06,102,Montreal,HFO,63.75,623.69,39760.24,Bunker One,546.58,2738.21,BUNKERWORLD,2026-04-06
2022-12-28,1,Montreal,MGO,1732.74,543.0,940877.82,Integr8,1260.52,1274.65,BUNKERWORLD,2026-04-06
2023-02-08,23,Melbourne,HFO,2619.27,417.12,1092549.9,World Fuel Services,151.54,2139.19,BUNKERWORLD,2026-04-06
2023-02-06,122,Busan,LNG,997.33,465.98,464735.83,Peninsula,1872.62,2854.91,BUNKERWORLD,2026-04-06
2023-02-22,23,Dubai,HFO,2176.11,449.48,978117.92,Integr8,1862.99,2142.63,BUNKERWORLD,2026-04-06
2023-03-01,127,Busan,LNG,2347.61,484.82,1138168.28,Bomin,1343.77,2381.89,BUNKERWORLD,2026-04-06
2023-02-15,106,Houston,LNG,165.19,721.88,119247.36,Peninsula,881.89,2700.52,BUNKERWORLD,2026-04-06
2023-01-15,101,Rotterdam,HFO,127.68,747.29,95413.99,Peninsula,1329.73,570.76,BUNKERWORLD,2026-04-06
2023-03-06,60,Melbourne,MGO,1516.59,775.57,1176221.71,Bunker One,401.25,727.09,BUNKERWORLD,2026-04-06
2023-01-28,18,Rotterdam,LSMGO,2725.37,738.93,2013857.65,Bomin,1490.45,1944.03,BUNKERWORLD,2026-04-06
2023-01-13,115,Dubai,MGO,2696.17,375.27,1011791.72,Bomin,1691.11,2127.59,BUNKERWORLD,2026-04-06
2023-01-28,90,Houston,HFO,948.9,760.67,721799.76,Bomin,565.06,749.41,BUNKERWORLD,2026-04-06
2023-02-01,46,Singapore,VLSFO,2289.27,778.02,1781097.85,Integr8,1888.92,2988.1,BUNKERWORLD,2026-04-06
2023-01-18,124,Shanghai,VLSFO,1297.16,472.93,613465.88,Bunker One,1281.84,2371.95,BUNKERWORLD,2026-04-06
2023-02-18,146,Singapore,HFO,1015.07,658.4,668322.09,Peninsula,1622.69,1987.49,BUNKERWORLD,2026-04-06
2023-02-26,18,Hamburg,MGO,2213.18,427.47,946068.05,Peninsula,877.46,544.1,BUNKERWORLD,2026-04-06
2023-03-17,42,Santos,MGO,2577.86,640.74,1651738.02,Peninsula,1731.25,1661.12,BUNKERWORLD,2026-04-06
2023-01-05,8,Santos,LSMGO,1916.76,803.33,1539790.81,Peninsula,621.4,1384.0,BUNKERWORLD,2026-04-06
2023-03-18,5,Singapore,HFO,552.42,483.77,267244.22,Bomin,252.06,1031.83,BUNKERWORLD,2026-04-06
2023-01-15,71,Busan,LSMGO,2966.28,725.53,2152125.13,Integr8,130.78,2964.9,BUNKERWORLD,2026-04-06
2023-01-20,80,Busan,LNG,1341.86,554.31,743806.42,Peninsula,296.58,1612.9,BUNKERWORLD,2026-04-06
2023-02-12,2,Singapore,MGO,1369.94,602.01,824717.58,World Fuel Services,1301.52,2506.82,BUNKERWORLD,2026-04-06
2023-02-02,116,Singapore,LNG,833.21,551.55,459556.98,Bomin,1379.41,2804.81,BUNKERWORLD,2026-04-06
2023-01-06,104,Montreal,VLSFO,2213.14,712.05,1575866.34,Bomin,758.53,1970.46,BUNKERWORLD,2026-04-06
2023-03-09,118,Hamburg,VLSFO,1965.48,849.84,1670343.52,Bomin,1570.78,674.96,BUNKERWORLD,2026-04-06
2023-02-06,60,Houston,HFO,1042.8,718.97,749741.92,Integr8,484.25,2285.37,BUNKERWORLD,2026-04-06
2023-01-18,74,Busan,HFO,2928.93,550.9,1613547.54,Integr8,1139.74,2086.56,BUNKERWORLD,2026-04-06
2023-01-11,110,Santos,LNG,1799.2,623.38,1121585.3,World Fuel Services,368.89,2299.65,BUNKERWORLD,2026-04-06
2023-03-13,143,Houston,LNG,1854.02,471.07,873373.2,Bunker One,814.11,1780.9,BUNKERWORLD,2026-04-06
