log_date,vessel_id,fuel_grade,consumption_mt,speed_knots,distance_nm,running_hours,eeoi,load_factor,sea_condition,source_system,ingestion_date
2022-07-01,1,LNG,53.68,16.6,398.4,24,419.5771,0.67,Calm,FMS_MARITIME,2026-04-06
2022-07-02,1,VLSFO,15.36,16.1,386.4,24,123.7863,0.67,Calm,FMS_MARITIME,2026-04-06
2022-07-03,1,LSMGO,80.73,13.7,328.8,24,764.5779,0.43,Calm,FMS_MARITIME,2026-04-06
2022-07-04,1,HFO,28.3,13.0,312.0,24,282.4558,0.68,Rough,FMS_MARITIME,2026-04-06
2022-07-05,1,LSMGO,27.07,16.5,396.0,24,212.8686,0.73,Moderate,FMS_MARITIME,2026-04-06
2022-07-06,1,LNG,27.14,10.3,247.2,24,341.885,0.82,Moderate,FMS_MARITIME,2026-04-06
2022-07-07,1,LNG,25.32,9.4,225.6,24,349.4968,0.67,Calm,FMS_MARITIME,2026-04-06
2022-07-08,1,MGO,70.25,14.0,336.0,24,651.067,0.85,Moderate,FMS_MARITIME,2026-04-06
2022-07-09,1,MGO,65.13,17.8,427.2,24,474.7538,0.81,Rough,FMS_MARITIME,2026-04-06
2022-07-10,1,HFO,37.84,17.3,415.2,24,283.8,0.76,Calm,FMS_MARITIME,2026-04-06
2022-07-11,1,LSMGO,74.96,12.4,297.6,24,784.3597,0.59,Rough,FMS_MARITIME,2026-04-06
2022-07-12,1,HFO,35.05,14.8,355.2,24,307.2796,0.92,Calm,FMS_MARITIME,2026-04-06
2022-07-13,1,LSMGO,68.82,17.7,424.8,24,504.4856,0.58,Moderate,FMS_MARITIME,2026-04-06
2022-07-14,1,LSMGO,32.27,15.8,379.2,24,265.0021,0.41,Rough,FMS_MARITIME,2026-04-06
2022-07-15,1,HFO,73.98,17.2,412.8,24,558.0759,0.95,Moderate,FMS_MARITIME,2026-04-06
2022-07-16,1,VLSFO,80.62,12.9,309.6,24,810.8872,0.94,Calm,FMS_MARITIME,2026-04-06
2022-07-17,1,LSMGO,62.56,16.5,396.0,24,491.9491,0.8,Moderate,FMS_MARITIME,2026-04-06
2022-07-18,1,MGO,16.47,15.7,376.8,24,136.1135,0.44,Rough,FMS_MARITIME,2026-04-06
2022-07-19,1,VLSFO,58.75,11.9,285.6,24,640.5725,0.63,Moderate,FMS_MARITIME,2026-04-06
2022-07-20,1,VLSFO,52.17,17.4,417.6,24,389.0263,0.7,Calm,FMS_MARITIME,2026-04-06
2022-07-21,1,HFO,29.27,13.1,314.4,24,289.9071,0.84,Moderate,FMS_MARITIME,2026-04-06
2022-07-22,1,VLSFO,74.27,14.8,355.2,24,651.1171,0.57,Calm,FMS_MARITIME,2026-04-06
2022-07-23,1,HFO,59.84,11.0,264.0,24,705.84,0.73,Moderate,FMS_MARITIME,2026-04-06
2022-07-24,1,LSMGO,80.8,9.1,218.4,24,1152.0659,0.48,Rough,FMS_MARITIME,2026-04-06
2022-07-25,1,HFO,73.89,11.8,283.2,24,812.4769,0.53,Rough,FMS_MARITIME,2026-04-06
2022-07-26,1,HFO,77.44,10.5,252.0,24,956.9371,0.93,Rough,FMS_MARITIME,2026-04-06
2022-07-27,1,LSMGO,82.27,9.5,228.0,24,1123.635,0.7,Calm,FMS_MARITIME,2026-04-06
2022-07-28,1,HFO,72.43,11.8,283.2,24,796.4231,0.4,Moderate,FMS_MARITIME,2026-04-06
2022-07-28,1,MGO,27.99,8.5,204.0,24,427.2591,0.54,Calm,FMS_MARITIME,2026-04-06
2022-07-28,1,LNG,69.96,12.3,295.2,24,737.9927,0.94,Calm,FMS_MARITIME,2026-04-06
2022-07-01,2,LNG,75.94,11.2,268.8,24,879.7513,0.86,Calm,FMS_MARITIME,2026-04-06
2022-07-02,2,LNG,77.98,10.0,240.0,24,1011.7905,0.77,Rough,FMS_MARITIME,2026-04-06
2022-07-03,2,MGO,63.93,8.9,213.6,24,932.0132,0.83,Moderate,FMS_MARITIME,2026-04-06
2022-07-04,2,LSMGO,27.52,15.5,372.0,24,230.369,0.95,Rough,FMS_MARITIME,2026-04-06
2022-07-05,2,MGO,68.26,11.8,283.2,24,750.5708,0.71,Calm,FMS_MARITIME,2026-04-06
2022-07-06,2,LSMGO,32.01,15.5,372.0,24,267.9547,0.42,Calm,FMS_MARITIME,2026-04-06
2022-07-07,2,LNG,29.19,10.4,249.6,24,364.1733,0.83,Rough,FMS_MARITIME,2026-04-06
2022-07-08,2,MGO,83.4,16.3,391.2,24,663.8742,0.56,Calm,FMS_MARITIME,2026-04-06
2022-07-09,2,LSMGO,37.72,10.5,252.0,24,466.1114,0.63,Moderate,FMS_MARITIME,2026-04-06
2022-07-10,2,LSMGO,26.45,15.8,379.2,24,217.2081,0.77,Moderate,FMS_MARITIME,2026-04-06
2022-07-11,2,LNG,71.2,13.6,326.4,24,679.2794,0.78,Calm,FMS_MARITIME,2026-04-06
2022-07-12,2,LNG,19.54,11.9,285.6,24,213.0517,0.71,Rough,FMS_MARITIME,2026-04-06
2022-07-13,2,LSMGO,20.33,12.6,302.4,24,209.3506,0.75,Moderate,FMS_MARITIME,2026-04-06
2022-07-14,2,HFO,53.72,14.9,357.6,24,467.7966,0.98,Moderate,FMS_MARITIME,2026-04-06
2022-07-15,2,MGO,74.96,15.5,372.0,24,627.4877,0.85,Rough,FMS_MARITIME,2026-04-06
2022-07-16,2,LSMGO,48.54,16.7,400.8,24,377.1296,0.68,Calm,FMS_MARITIME,2026-04-06
2022-07-17,2,VLSFO,15.65,8.1,194.4,24,250.6898,0.5,Rough,FMS_MARITIME,2026-04-06
2022-07-18,2,MGO,24.97,10.9,261.6,24,297.2346,0.94,Rough,FMS_MARITIME,2026-04-06
2022-07-19,2,HFO,75.62,11.1,266.4,24,883.9365,0.53,Rough,FMS_MARITIME,2026-04-06
2022-07-20,2,LSMGO,37.96,10.2,244.8,24,482.8735,0.75,Moderate,FMS_MARITIME,2026-04-06
2022-07-21,2,HFO,64.63,12.7,304.8,24,660.2947,0.67,Moderate,FMS_MARITIME,2026-04-06
2022-07-22,2,MGO,51.37,14.8,355.2,24,450.3552,0.82,Calm,FMS_MARITIME,2026-04-06
2022-07-23,2,MGO,22.54,10.6,254.4,24,275.9024,0.41,Rough,FMS_MARITIME,2026-04-06
2022-07-24,2,VLSFO,33.35,10.2,244.8,24,424.2316,0.85,Moderate,FMS_MARITIME,2026-04-06
2022-07-25,2,LSMGO,19.44,17.3,415.2,24,145.8,0.55,Rough,FMS_MARITIME,2026-04-06
2022-07-26,2,VLSFO,31.8,12.5,300.0,24,330.084,0.56,Moderate,FMS_MARITIME,2026-04-06
2022-07-27,2,LNG,58.2,11.3,271.2,24,668.2699,0.6,Rough,FMS_MARITIME,2026-04-06
2022-07-28,2,LNG,66.6,11.7,280.8,24,738.5769,0.52,Calm,FMS_MARITIME,2026-04-06
2022-07-28,2,HFO,18.83,11.9,285.6,24,205.3103,0.89,Moderate,FMS_MARITIME,2026-04-06
2022-07-28,2,LSMGO,58.37,16.1,386.4,24,470.4042,0.54,Moderate,FMS_MARITIME,2026-04-06
2022-07-01,3,LSMGO,57.94,14.5,348.0,24,518.4631,0.88,Calm,FMS_MARITIME,2026-04-06
2022-07-02,3,MGO,33.54,16.5,396.0,24,263.7464,0.4,Calm,FMS_MARITIME,2026-04-06
2022-07-03,3,HFO,53.25,14.2,340.8,24,486.5625,0.6,Rough,FMS_MARITIME,2026-04-06
2022-07-04,3,VLSFO,44.39,11.5,276.0,24,500.835,0.53,Rough,FMS_MARITIME,2026-04-06
2022-07-05,3,VLSFO,81.87,17.3,415.2,24,614.025,0.49,Calm,FMS_MARITIME,2026-04-06
2022-07-06,3,HFO,19.88,14.6,350.4,24,176.6733,0.54,Moderate,FMS_MARITIME,2026-04-06
2022-07-07,3,LNG,19.82,16.7,400.8,24,153.9907,0.55,Calm,FMS_MARITIME,2026-04-06
