log_date,vessel_id,fuel_grade,consumption_mt,speed_knots,distance_nm,running_hours,eeoi,load_factor,sea_condition,source_system,ingestion_date
2022-12-01,1,LNG,24.31,12.9,309.6,24,244.5134,0.77,Rough,FMS_MARITIME,2026-04-06
2022-12-02,1,LSMGO,24.91,8.2,196.8,24,394.1552,0.78,Calm,FMS_MARITIME,2026-04-06
2022-12-03,1,VLSFO,29.32,10.3,247.2,24,369.3466,0.42,Rough,FMS_MARITIME,2026-04-06
2022-12-04,1,LSMGO,39.33,9.8,235.2,24,520.7212,0.45,Rough,FMS_MARITIME,2026-04-06
2022-12-05,1,HFO,66.55,9.1,218.4,24,948.886,0.65,Calm,FMS_MARITIME,2026-04-06
2022-12-06,1,LNG,55.59,11.0,264.0,24,655.7093,0.89,Calm,FMS_MARITIME,2026-04-06
2022-12-07,1,MGO,32.88,12.4,297.6,24,344.0468,0.87,Calm,FMS_MARITIME,2026-04-06
2022-12-08,1,LNG,26.9,15.0,360.0,24,232.685,0.89,Rough,FMS_MARITIME,2026-04-06
2022-12-09,1,VLSFO,81.83,16.1,386.4,24,659.4685,0.46,Rough,FMS_MARITIME,2026-04-06
2022-12-10,1,VLSFO,19.73,11.5,276.0,24,222.6059,0.6,Moderate,FMS_MARITIME,2026-04-06
2022-12-11,1,LNG,68.74,9.1,218.4,24,980.1115,0.66,Calm,FMS_MARITIME,2026-04-06
2022-12-12,1,HFO,84.51,17.8,427.2,24,616.0209,0.69,Calm,FMS_MARITIME,2026-04-06
2022-12-13,1,HFO,35.41,11.5,276.0,24,399.5172,0.98,Rough,FMS_MARITIME,2026-04-06
2022-12-14,1,HFO,16.03,8.9,213.6,24,233.6958,0.7,Rough,FMS_MARITIME,2026-04-06
2022-12-15,1,MGO,36.1,17.3,415.2,24,270.75,0.99,Rough,FMS_MARITIME,2026-04-06
2022-12-16,1,HFO,33.84,11.3,271.2,24,388.5611,0.52,Rough,FMS_MARITIME,2026-04-06
2022-12-17,1,HFO,40.04,14.7,352.8,24,353.4143,0.42,Rough,FMS_MARITIME,2026-04-06
2022-12-18,1,VLSFO,64.33,11.9,285.6,24,701.4132,0.94,Moderate,FMS_MARITIME,2026-04-06
2022-12-19,1,LSMGO,64.68,10.2,244.8,24,822.7676,0.62,Moderate,FMS_MARITIME,2026-04-06
2022-12-20,1,VLSFO,35.78,13.4,321.6,24,346.4519,0.7,Calm,FMS_MARITIME,2026-04-06
2022-12-21,1,MGO,79.66,9.6,230.4,24,1076.6547,0.97,Moderate,FMS_MARITIME,2026-04-06
2022-12-22,1,HFO,23.53,14.9,357.6,24,204.9005,0.68,Rough,FMS_MARITIME,2026-04-06
2022-12-23,1,LNG,73.15,9.1,218.4,24,1042.9904,0.41,Moderate,FMS_MARITIME,2026-04-06
2022-12-24,1,HFO,54.96,11.8,283.2,24,604.3271,0.81,Calm,FMS_MARITIME,2026-04-06
2022-12-25,1,MGO,41.3,13.0,312.0,24,412.2058,0.77,Rough,FMS_MARITIME,2026-04-06
2022-12-26,1,MGO,80.97,8.2,196.8,24,1281.2021,0.67,Calm,FMS_MARITIME,2026-04-06
2022-12-27,1,LNG,21.58,8.6,206.4,24,325.582,0.45,Rough,FMS_MARITIME,2026-04-06
2022-12-28,1,LNG,31.31,9.5,228.0,24,427.6287,0.83,Calm,FMS_MARITIME,2026-04-06
2022-12-28,1,MGO,70.77,12.2,292.8,24,752.6564,0.99,Moderate,FMS_MARITIME,2026-04-06
2022-12-28,1,LNG,70.39,9.9,237.6,24,922.5356,0.5,Rough,FMS_MARITIME,2026-04-06
2022-12-01,2,LNG,20.61,9.1,218.4,24,293.8624,0.96,Moderate,FMS_MARITIME,2026-04-06
2022-12-02,2,LNG,55.03,14.6,350.4,24,489.0509,0.78,Rough,FMS_MARITIME,2026-04-06
