log_date,vessel_id,fuel_grade,consumption_mt,speed_knots,distance_nm,running_hours,eeoi,load_factor,sea_condition,source_system,ingestion_date
2021-09-01,1,LNG,38.3,15.9,381.6,24,312.5425,0.75,Rough,FMS_MARITIME,2026-04-06
2021-09-02,1,MGO,59.45,11.0,264.0,24,701.2398,0.73,Rough,FMS_MARITIME,2026-04-06
2021-09-03,1,LNG,55.18,18.0,432.0,24,397.7558,0.86,Calm,FMS_MARITIME,2026-04-06
2021-09-04,1,HFO,73.58,9.3,223.2,24,1026.5597,0.7,Rough,FMS_MARITIME,2026-04-06
2021-09-05,1,VLSFO,25.96,9.7,232.8,24,347.2485,0.6,Moderate,FMS_MARITIME,2026-04-06
2021-09-06,1,VLSFO,45.48,15.2,364.8,24,388.2257,0.67,Calm,FMS_MARITIME,2026-04-06
2021-09-07,1,LSMGO,73.75,8.0,192.0,24,1196.1328,0.53,Calm,FMS_MARITIME,2026-04-06
2021-09-08,1,VLSFO,41.4,8.8,211.2,24,610.4148,0.74,Calm,FMS_MARITIME,2026-04-06
2021-09-09,1,LSMGO,30.34,13.3,319.2,24,295.9861,0.5,Moderate,FMS_MARITIME,2026-04-06
2021-09-10,1,VLSFO,39.99,15.1,362.4,24,343.6227,0.64,Moderate,FMS_MARITIME,2026-04-06
2021-09-11,1,LNG,59.52,15.2,364.8,24,508.0737,0.94,Moderate,FMS_MARITIME,2026-04-06
2021-09-12,1,LSMGO,64.76,16.6,398.4,24,506.1813,0.62,Moderate,FMS_MARITIME,2026-04-06
2021-09-13,1,LNG,25.78,16.6,398.4,24,201.5033,0.86,Moderate,FMS_MARITIME,2026-04-06
2021-09-14,1,HFO,19.79,10.7,256.8,24,239.9769,0.6,Rough,FMS_MARITIME,2026-04-06
2021-09-15,1,LNG,62.32,13.7,328.8,24,590.2204,0.85,Moderate,FMS_MARITIME,2026-04-06
2021-09-16,1,LNG,40.91,11.6,278.4,24,457.5925,0.82,Calm,FMS_MARITIME,2026-04-06
2021-09-17,1,HFO,44.0,14.0,336.0,24,407.7857,0.69,Moderate,FMS_MARITIME,2026-04-06
