bunker_date,vessel_id,port_name,fuel_grade,quantity_mt,unit_price_usd,total_cost_usd,supplier,rob_before_mt,rob_after_mt,source_system,ingestion_date
2021-03-25,45,Montreal,LSMGO,543.06,445.39,241873.49,Integr8,1632.33,2414.36,BUNKERWORLD,2026-04-06
2021-01-23,85,Hamburg,LSMGO,1169.29,674.6,788803.03,Integr8,1349.33,2051.92,BUNKERWORLD,2026-04-06
2021-02-18,58,Singapore,HFO,1262.63,487.55,615595.26,World Fuel Services,1646.39,584.23,BUNKERWORLD,2026-04-06
2021-01-31,49,Singapore,LNG,1398.71,744.47,1041297.63,World Fuel Services,1684.58,2722.36,BUNKERWORLD,2026-04-06
2021-03-31,12,Hamburg,MGO,1111.93,577.48,642117.34,Bunker One,898.98,1400.56,BUNKERWORLD,2026-04-06
2021-03-25,144,Santos,MGO,1320.76,584.65,772182.33,Bomin,1391.99,1107.81,BUNKERWORLD,2026-04-06
2021-01-27,133,Hamburg,LSMGO,1981.0,796.63,1578124.03,World Fuel Services,1478.94,1141.08,BUNKERWORLD,2026-04-06
2021-01-27,149,Houston,MGO,2074.72,548.46,1137900.93,Integr8,1281.7,2163.58,BUNKERWORLD,2026-04-06
2021-03-14,75,Melbourne,LNG,1092.76,594.09,649197.79,Bunker One,916.43,637.33,BUNKERWORLD,2026-04-06
2021-01-09,64,Montreal,MGO,479.24,778.51,373093.13,Bunker One,1630.03,702.32,BUNKERWORLD,2026-04-06
2021-01-15,77,Dubai,LSMGO,1677.98,574.64,964234.43,Integr8,1274.5,2344.63,BUNKERWORLD,2026-04-06
2021-01-17,83,Busan,LSMGO,2425.96,406.3,985667.55,Bomin,376.57,1539.66,BUNKERWORLD,2026-04-06
2021-02-06,41,Houston,LSMGO,732.91,715.79,524609.65,World Fuel Services,397.35,1544.76,BUNKERWORLD,2026-04-06
2021-03-06,64,Rotterdam,LNG,2397.17,682.64,1636404.13,Integr8,912.9,1263.96,BUNKERWORLD,2026-04-06
2021-01-07,18,Santos,LSMGO,57.66,358.9,20694.17,Bunker One,1711.83,644.99,BUNKERWORLD,2026-04-06
2021-03-11,101,Rotterdam,LSMGO,787.38,685.27,539567.89,Bomin,1214.31,787.24,BUNKERWORLD,2026-04-06
2021-03-26,15,Rotterdam,VLSFO,1547.03,756.07,1169662.97,Peninsula,1172.74,1931.22,BUNKERWORLD,2026-04-06
2021-02-07,109,Melbourne,HFO,2150.03,382.52,822429.48,Bunker One,1665.58,2542.98,BUNKERWORLD,2026-04-06
2021-02-08,73,Hamburg,HFO,1067.98,816.35,871845.47,Bunker One,957.99,551.26,BUNKERWORLD,2026-04-06
2021-01-08,16,Singapore,LSMGO,2311.49,737.05,1703683.7,Peninsula,1985.48,2020.49,BUNKERWORLD,2026-04-06
2021-01-09,112,Dubai,VLSFO,999.75,744.35,744163.91,World Fuel Services,749.87,1341.8,BUNKERWORLD,2026-04-06
2021-03-29,36,Hamburg,MGO,465.65,543.04,252866.58,Peninsula,842.43,2615.69,BUNKERWORLD,2026-04-06
2021-01-13,76,Houston,LSMGO,2311.85,781.48,1806664.54,Integr8,352.81,1671.36,BUNKERWORLD,2026-04-06
2021-01-23,138,Singapore,VLSFO,1240.78,487.45,604818.21,Integr8,110.62,2279.57,BUNKERWORLD,2026-04-06
2021-01-18,121,Shanghai,LSMGO,2485.19,352.63,876352.55,Bomin,1667.0,2145.95,BUNKERWORLD,2026-04-06
2021-02-04,34,Busan,HFO,1616.56,499.22,807019.08,Bomin,1307.49,842.44,BUNKERWORLD,2026-04-06
2021-03-20,7,Houston,LNG,803.52,600.92,482851.24,World Fuel Services,417.95,1785.93,BUNKERWORLD,2026-04-06
2021-01-29,67,Busan,LNG,1963.39,838.8,1646891.53,Bunker One,1000.1,906.12,BUNKERWORLD,2026-04-06
2021-02-06,49,Singapore,LNG,1741.41,391.76,682214.78,Bunker One,467.61,1258.82,BUNKERWORLD,2026-04-06
2021-01-28,69,Melbourne,VLSFO,1897.78,773.66,1468236.47,Bunker One,1657.9,1644.85,BUNKERWORLD,2026-04-06
2021-01-22,53,Houston,LNG,2534.38,733.29,1858435.51,Bomin,1207.52,1531.34,BUNKERWORLD,2026-04-06
2021-02-24,89,Houston,HFO,1915.83,662.93,1270061.18,World Fuel Services,1333.16,2933.47,BUNKERWORLD,2026-04-06
2021-02-24,40,Rotterdam,MGO,1919.49,569.68,1093495.06,Bunker One,1721.92,1759.46,BUNKERWORLD,2026-04-06
2021-03-08,72,Hamburg,MGO,2765.06,629.65,1741020.03,World Fuel Services,1764.46,1705.98,BUNKERWORLD,2026-04-06
2021-03-24,139,Hamburg,HFO,1179.97,735.76,868174.73,World Fuel Services,1412.09,2359.18,BUNKERWORLD,2026-04-06
2021-03-27,124,Dubai,VLSFO,952.61,387.6,369231.64,Bunker One,102.58,2151.4,BUNKERWORLD,2026-04-06
2021-02-03,116,Singapore,HFO,51.82,421.33,21833.32,Peninsula,1788.21,2715.92,BUNKERWORLD,2026-04-06
2021-02-19,134,Dubai,LNG,392.9,609.97,239657.21,Integr8,902.9,853.04,BUNKERWORLD,2026-04-06
2021-02-06,76,Dubai,LNG,2450.83,751.12,1840867.43,Integr8,274.8,1762.73,BUNKERWORLD,2026-04-06
2021-01-24,57,Houston,MGO,2051.66,742.25,1522844.63,Peninsula,1675.21,524.27,BUNKERWORLD,2026-04-06
2021-01-10,37,Melbourne,VLSFO,1391.17,415.74,578365.02,Bunker One,1267.65,1177.0,BUNKERWORLD,2026-04-06
2021-02-04,59,Montreal,VLSFO,1147.36,730.18,837779.32,Peninsula,1277.57,1773.73,BUNKERWORLD,2026-04-06
2021-01-16,32,Santos,VLSFO,2209.88,403.3,891244.6,World Fuel Services,1782.59,624.17,BUNKERWORLD,2026-04-06
2021-01-10,98,Busan,HFO,753.54,582.83,439185.72,Integr8,1855.32,690.28,BUNKERWORLD,2026-04-06
2021-01-06,97,Montreal,LSMGO,1305.76,480.45,627352.39,Bunker One,1081.02,2999.51,BUNKERWORLD,2026-04-06
2021-01-26,85,Busan,VLSFO,2202.71,617.73,1360680.05,Bomin,525.59,1971.04,BUNKERWORLD,2026-04-06
2021-03-27,10,Houston,LNG,686.78,634.14,435514.67,Peninsula,1496.33,1173.77,BUNKERWORLD,2026-04-06
2021-01-12,54,Montreal,LSMGO,745.97,405.76,302684.79,Integr8,1580.61,595.84,BUNKERWORLD,2026-04-06
2021-01-04,104,Hamburg,LSMGO,1335.58,439.39,586840.5,Integr8,1453.78,2541.58,BUNKERWORLD,2026-04-06
2021-01-17,10,Santos,LNG,752.33,601.86,452797.33,Integr8,1595.29,714.89,BUNKERWORLD,2026-04-06
2021-03-09,94,Singapore,MGO,538.85,494.34,266375.11,Integr8,175.27,755.72,BUNKERWORLD,2026-04-06
2021-01-08,108,Rotterdam,VLSFO,934.7,612.06,572092.48,Bomin,1265.8,2468.25,BUNKERWORLD,2026-04-06
2021-01-14,125,Rotterdam,LSMGO,1758.91,382.45,672695.13,World Fuel Services,1728.82,1935.24,BUNKERWORLD,2026-04-06
2021-03-08,111,Melbourne,LSMGO,684.26,424.57,290516.27,Peninsula,291.97,973.49,BUNKERWORLD,2026-04-06
2021-03-19,114,Singapore,HFO,1919.95,833.31,1599913.53,Bomin,1650.69,1443.89,BUNKERWORLD,2026-04-06
2021-02-27,79,Busan,LNG,1461.48,810.9,1185114.13,Bunker One,997.71,2943.01,BUNKERWORLD,2026-04-06
2021-02-21,7,Montreal,HFO,2918.77,838.64,2447797.27,Integr8,1174.95,1382.13,BUNKERWORLD,2026-04-06
2021-03-22,65,Shanghai,LSMGO,2101.11,622.45,1307835.92,Bomin,350.79,2231.58,BUNKERWORLD,2026-04-06
2021-02-19,61,Melbourne,LSMGO,1694.98,748.19,1268167.09,Integr8,992.42,1778.21,BUNKERWORLD,2026-04-06
2021-03-05,41,Busan,LSMGO,2089.01,561.47,1172916.44,Integr8,684.15,1208.24,BUNKERWORLD,2026-04-06
2021-03-13,74,Singapore,LNG,2112.39,724.51,1530447.68,Bunker One,829.65,789.01,BUNKERWORLD,2026-04-06
2021-02-28,75,Dubai,LSMGO,1108.64,816.31,904993.92,Bomin,1459.73,2506.28,BUNKERWORLD,2026-04-06
2021-03-15,50,Santos,VLSFO,242.12,834.45,202037.03,World Fuel Services,1943.29,715.4,BUNKERWORLD,2026-04-06
2021-02-17,26,Busan,VLSFO,145.4,765.6,111318.24,Bomin,1445.88,1262.36,BUNKERWORLD,2026-04-06
2021-03-19,8,Shanghai,LSMGO,2719.76,674.46,1834369.33,Bomin,805.47,2993.17,BUNKERWORLD,2026-04-06
2021-03-03,94,Houston,LSMGO,94.42,834.86,78827.48,Peninsula,229.93,761.85,BUNKERWORLD,2026-04-06
2021-02-14,128,Rotterdam,VLSFO,537.02,692.43,371848.76,Integr8,619.58,1145.55,BUNKERWORLD,2026-04-06
2021-02-01,44,Dubai,VLSFO,1935.01,708.43,1370819.13,Integr8,679.17,2838.49,BUNKERWORLD,2026-04-06
2021-02-21,44,Singapore,LSMGO,104.9,603.33,63289.32,Integr8,1259.81,2075.64,BUNKERWORLD,2026-04-06
2021-02-28,141,Melbourne,MGO,967.81,611.63,591941.63,Bunker One,234.81,2097.29,BUNKERWORLD,2026-04-06
2021-03-16,115,Santos,LNG,2422.72,701.9,1700507.17,World Fuel Services,1951.38,925.28,BUNKERWORLD,2026-04-06
2021-02-17,66,Melbourne,HFO,1486.62,474.57,705505.25,World Fuel Services,956.91,2950.18,BUNKERWORLD,2026-04-06
2021-02-14,55,Hamburg,VLSFO,2439.1,636.44,1552340.8,World Fuel Services,470.83,2489.4,BUNKERWORLD,2026-04-06
2021-01-19,49,Hamburg,MGO,2909.63,373.94,1088027.04,Bomin,749.91,1958.01,BUNKERWORLD,2026-04-06
2021-03-26,116,Rotterdam,LNG,1013.63,707.61,717254.72,Integr8,796.73,2148.02,BUNKERWORLD,2026-04-06
2021-03-03,79,Montreal,MGO,2053.77,843.18,1731697.79,Peninsula,352.23,1544.11,BUNKERWORLD,2026-04-06
2021-03-03,24,Rotterdam,VLSFO,1116.87,805.77,899940.34,Integr8,1916.57,1340.75,BUNKERWORLD,2026-04-06
2021-01-21,120,Rotterdam,LSMGO,2707.5,478.51,1295565.82,Bunker One,1782.32,2756.4,BUNKERWORLD,2026-04-06
2021-01-27,35,Santos,LNG,345.63,562.09,194275.17,Peninsula,357.86,2045.83,BUNKERWORLD,2026-04-06
2021-02-27,10,Montreal,LNG,2809.17,399.42,1122038.68,Peninsula,334.32,1269.4,BUNKERWORLD,2026-04-06
2021-03-08,14,Montreal,LNG,2713.13,594.57,1613145.7,Peninsula,366.53,2806.2,BUNKERWORLD,2026-04-06
2021-01-26,41,Hamburg,VLSFO,2485.68,354.21,880452.71,Bomin,1368.95,869.04,BUNKERWORLD,2026-04-06
2021-01-13,10,Rotterdam,VLSFO,2312.95,768.33,1777108.87,Bomin,394.42,2468.46,BUNKERWORLD,2026-04-06
2021-03-22,44,Shanghai,HFO,2242.76,713.85,1600994.23,Peninsula,292.64,2941.04,BUNKERWORLD,2026-04-06
2021-01-17,42,Shanghai,MGO,2192.53,628.08,1377084.24,Bomin,1468.7,678.68,BUNKERWORLD,2026-04-06
2021-03-05,76,Hamburg,LNG,1069.49,741.69,793230.04,Bunker One,1463.14,2605.97,BUNKERWORLD,2026-04-06
2021-02-05,37,Montreal,HFO,2003.56,434.46,870466.68,Peninsula,1753.1,1025.84,BUNKERWORLD,2026-04-06
2021-02-11,2,Shanghai,VLSFO,151.73,380.59,57746.92,World Fuel Services,1758.73,1908.55,BUNKERWORLD,2026-04-06
2021-01-15,39,Houston,VLSFO,124.07,801.52,99444.59,Bomin,392.51,939.14,BUNKERWORLD,2026-04-06
2021-01-10,83,Singapore,LSMGO,561.24,708.96,397896.71,Integr8,1219.14,1876.11,BUNKERWORLD,2026-04-06
2021-01-31,1,Dubai,LNG,562.26,603.19,339149.61,Peninsula,1128.94,1610.15,BUNKERWORLD,2026-04-06
2021-02-01,17,Hamburg,LNG,184.67,571.42,105524.13,Peninsula,381.16,2777.12,BUNKERWORLD,2026-04-06
2021-02-25,73,Singapore,LSMGO,2092.2,601.35,1258144.47,World Fuel Services,1566.95,1357.26,BUNKERWORLD,2026-04-06
2021-01-12,149,Montreal,LNG,787.21,526.27,414285.01,Integr8,969.8,2479.44,BUNKERWORLD,2026-04-06
2021-03-16,45,Santos,LSMGO,2649.24,829.9,2198604.28,Peninsula,953.75,2072.47,BUNKERWORLD,2026-04-06
2021-03-29,47,Hamburg,HFO,2513.29,513.94,1291680.26,Bunker One,1474.18,2165.07,BUNKERWORLD,2026-04-06
2021-03-24,24,Rotterdam,HFO,1143.88,827.07,946068.83,Peninsula,1854.79,2503.4,BUNKERWORLD,2026-04-06
2021-03-13,141,Melbourne,MGO,2700.94,571.26,1542938.98,Integr8,974.25,1415.37,BUNKERWORLD,2026-04-06
2021-03-02,118,Montreal,VLSFO,2678.05,571.79,1531282.21,Bomin,545.74,853.49,BUNKERWORLD,2026-04-06
2021-01-15,61,Dubai,LNG,2848.9,767.53,2186616.22,World Fuel Services,1135.41,2962.69,BUNKERWORLD,2026-04-06
2021-02-19,144,Shanghai,VLSFO,928.7,426.63,396211.28,Bunker One,256.27,1815.5,BUNKERWORLD,2026-04-06
2021-03-14,142,Busan,VLSFO,2535.44,798.63,2024878.45,Integr8,132.8,2743.9,BUNKERWORLD,2026-04-06
2021-01-14,75,Busan,MGO,1741.17,584.3,1017365.63,Integr8,607.41,2872.48,BUNKERWORLD,2026-04-06
2021-01-17,148,Dubai,LNG,185.88,626.64,116479.84,Integr8,1920.55,2915.26,BUNKERWORLD,2026-04-06
2021-01-23,87,Montreal,LSMGO,381.18,400.72,152746.45,Bomin,1531.71,1376.86,BUNKERWORLD,2026-04-06
2021-01-09,123,Busan,HFO,1709.23,454.59,776998.87,Peninsula,529.02,807.58,BUNKERWORLD,2026-04-06
2021-02-13,136,Santos,HFO,1503.54,810.35,1218393.64,Integr8,154.61,2066.9,BUNKERWORLD,2026-04-06
2021-03-07,29,Hamburg,LSMGO,2430.94,612.11,1488002.68,Integr8,375.69,2892.92,BUNKERWORLD,2026-04-06
2021-01-20,20,Dubai,HFO,2666.73,821.87,2191705.39,World Fuel Services,1541.41,1191.45,BUNKERWORLD,2026-04-06
2021-03-21,82,Santos,LNG,2177.83,400.95,873200.94,Bomin,1537.67,559.48,BUNKERWORLD,2026-04-06
2021-01-12,2,Busan,HFO,2859.81,803.25,2297142.38,Bomin,194.14,1017.67,BUNKERWORLD,2026-04-06
2021-03-29,117,Busan,LSMGO,1642.74,395.46,649637.96,Peninsula,149.13,632.61,BUNKERWORLD,2026-04-06
2021-01-04,2,Dubai,HFO,2195.79,506.61,1112409.17,Bunker One,1386.63,2844.09,BUNKERWORLD,2026-04-06
2021-03-16,100,Rotterdam,HFO,842.62,574.83,484363.25,Integr8,438.71,2139.4,BUNKERWORLD,2026-04-06
2021-02-20,90,Shanghai,LSMGO,715.21,435.19,311252.24,Peninsula,148.01,2338.97,BUNKERWORLD,2026-04-06
2021-02-28,87,Hamburg,HFO,659.78,758.4,500377.15,Bomin,1863.98,1688.07,BUNKERWORLD,2026-04-06
2021-03-29,50,Shanghai,LNG,2533.34,689.17,1745901.93,Peninsula,760.25,2315.87,BUNKERWORLD,2026-04-06
2021-01-29,78,Dubai,LNG,135.52,693.49,93981.76,World Fuel Services,1228.62,1992.89,BUNKERWORLD,2026-04-06
2021-02-20,50,Rotterdam,LNG,725.75,641.14,465307.35,Bunker One,1167.04,2191.79,BUNKERWORLD,2026-04-06
2021-02-24,2,Santos,LSMGO,655.45,627.62,411373.53,Peninsula,967.0,1785.89,BUNKERWORLD,2026-04-06
2021-01-25,11,Santos,VLSFO,2401.48,708.27,1700896.24,Peninsula,753.15,962.0,BUNKERWORLD,2026-04-06
2021-01-05,105,Rotterdam,LSMGO,204.59,812.55,166239.6,Bomin,1648.72,2707.64,BUNKERWORLD,2026-04-06
2021-01-09,67,Rotterdam,LNG,417.42,544.68,227360.33,Bunker One,1605.96,1642.68,BUNKERWORLD,2026-04-06
2021-02-20,150,Rotterdam,LSMGO,2616.59,670.67,1754868.42,World Fuel Services,1271.22,1667.52,BUNKERWORLD,2026-04-06
2021-01-06,30,Shanghai,HFO,1915.52,364.03,697306.75,Bomin,1672.61,2767.39,BUNKERWORLD,2026-04-06
2021-03-13,98,Hamburg,MGO,1962.32,385.0,755493.2,Peninsula,1774.14,1233.95,BUNKERWORLD,2026-04-06
2021-03-02,60,Montreal,VLSFO,752.09,513.22,385987.63,Peninsula,1534.12,2338.84,BUNKERWORLD,2026-04-06
2021-01-15,28,Singapore,LNG,1644.34,624.08,1026199.71,World Fuel Services,1694.34,2010.2,BUNKERWORLD,2026-04-06
2021-01-18,79,Houston,LSMGO,589.45,649.19,382665.05,World Fuel Services,1414.83,1397.95,BUNKERWORLD,2026-04-06
2021-02-28,140,Hamburg,LNG,1530.91,714.21,1093391.23,Bomin,1858.5,2091.2,BUNKERWORLD,2026-04-06
2021-02-02,73,Montreal,MGO,2827.86,757.71,2142697.8,Bomin,1119.46,561.84,BUNKERWORLD,2026-04-06
2021-03-22,43,Busan,MGO,1494.24,653.74,976844.46,Peninsula,1572.62,2791.55,BUNKERWORLD,2026-04-06
2021-02-24,51,Santos,LNG,1116.76,399.15,445754.75,Peninsula,1134.21,1437.61,BUNKERWORLD,2026-04-06
2021-01-13,82,Singapore,VLSFO,1509.97,557.27,841460.98,Bunker One,714.86,2973.82,BUNKERWORLD,2026-04-06
2021-02-08,124,Santos,LSMGO,1792.46,582.52,1044143.8,Bunker One,1378.91,818.16,BUNKERWORLD,2026-04-06
2021-01-04,5,Hamburg,LNG,2001.63,608.38,1217751.66,Peninsula,1746.81,2916.25,BUNKERWORLD,2026-04-06
2021-03-31,121,Melbourne,LSMGO,612.53,506.49,310240.32,Bunker One,201.36,1964.08,BUNKERWORLD,2026-04-06
2021-02-17,72,Singapore,VLSFO,585.37,406.21,237783.15,Peninsula,517.05,525.99,BUNKERWORLD,2026-04-06
2021-02-23,59,Houston,VLSFO,888.62,426.45,378952.0,World Fuel Services,1991.55,762.48,BUNKERWORLD,2026-04-06
2021-02-19,136,Singapore,HFO,2268.28,490.3,1112137.68,Bomin,366.43,566.44,BUNKERWORLD,2026-04-06
2021-01-07,6,Houston,MGO,339.76,684.51,232569.12,Bunker One,1500.64,919.86,BUNKERWORLD,2026-04-06
