log_date,vessel_id,fuel_grade,consumption_mt,speed_knots,distance_nm,running_hours,eeoi,load_factor,sea_condition,source_system,ingestion_date
2021-05-01,1,HFO,49.83,11.8,283.2,24,547.9189,0.5,Moderate,FMS_MARITIME,2026-04-06
2021-05-02,1,LSMGO,37.74,8.4,201.6,24,582.9482,0.95,Moderate,FMS_MARITIME,2026-04-06
2021-05-03,1,LNG,69.67,9.6,230.4,24,941.6336,0.66,Rough,FMS_MARITIME,2026-04-06
2021-05-04,1,MGO,76.88,10.8,259.2,24,923.6278,0.63,Rough,FMS_MARITIME,2026-04-06
2021-05-05,1,HFO,45.66,16.6,398.4,24,356.8907,0.6,Rough,FMS_MARITIME,2026-04-06
2021-05-06,1,HFO,80.61,10.0,240.0,24,1045.9147,0.88,Rough,FMS_MARITIME,2026-04-06
2021-05-07,1,VLSFO,74.68,9.9,237.6,24,978.7606,0.51,Calm,FMS_MARITIME,2026-04-06
2021-05-08,1,MGO,49.12,16.8,403.2,24,379.3643,0.42,Calm,FMS_MARITIME,2026-04-06
2021-05-09,1,LNG,18.37,13.3,319.2,24,179.2111,0.81,Moderate,FMS_MARITIME,2026-04-06
2021-05-10,1,VLSFO,25.92,9.6,230.4,24,350.325,0.91,Moderate,FMS_MARITIME,2026-04-06
2021-05-11,1,HFO,25.57,12.3,295.2,24,269.7323,0.5,Calm,FMS_MARITIME,2026-04-06
2021-05-12,1,LSMGO,65.25,12.3,295.2,24,688.3079,0.41,Moderate,FMS_MARITIME,2026-04-06
2021-05-13,1,HFO,30.11,15.8,379.2,24,247.2641,0.51,Rough,FMS_MARITIME,2026-04-06
2021-05-14,1,MGO,21.7,10.8,259.2,24,260.7014,0.83,Rough,FMS_MARITIME,2026-04-06
2021-05-15,1,LNG,65.71,14.1,338.4,24,604.6718,0.69,Moderate,FMS_MARITIME,2026-04-06
2021-05-16,1,LNG,63.56,8.2,196.8,24,1005.7207,0.75,Moderate,FMS_MARITIME,2026-04-06
2021-05-17,1,MGO,65.69,8.9,213.6,24,957.6716,0.64,Calm,FMS_MARITIME,2026-04-06
2021-05-18,1,HFO,38.63,13.2,316.8,24,379.7153,0.58,Calm,FMS_MARITIME,2026-04-06
2021-05-19,1,VLSFO,26.73,17.5,420.0,24,198.1839,0.68,Moderate,FMS_MARITIME,2026-04-06
2021-05-20,1,HFO,45.98,11.8,283.2,24,505.5852,0.77,Rough,FMS_MARITIME,2026-04-06
2021-05-21,1,LNG,52.67,15.9,381.6,24,429.8071,0.8,Calm,FMS_MARITIME,2026-04-06
2021-05-22,1,MGO,29.27,8.8,211.2,24,431.5662,0.78,Moderate,FMS_MARITIME,2026-04-06
2021-05-23,1,MGO,63.71,12.7,304.8,24,650.8955,0.81,Calm,FMS_MARITIME,2026-04-06
2021-05-24,1,MGO,84.58,9.9,237.6,24,1108.5106,0.77,Calm,FMS_MARITIME,2026-04-06
2021-05-25,1,LSMGO,43.37,15.2,364.8,24,370.2143,0.68,Moderate,FMS_MARITIME,2026-04-06
2021-05-26,1,VLSFO,81.18,8.7,208.8,24,1210.7017,0.68,Moderate,FMS_MARITIME,2026-04-06
2021-05-27,1,MGO,48.49,10.2,244.8,24,616.8213,0.68,Calm,FMS_MARITIME,2026-04-06
2021-05-28,1,LSMGO,62.53,12.2,292.8,24,665.0219,0.52,Moderate,FMS_MARITIME,2026-04-06
2021-05-28,1,LNG,61.0,11.5,276.0,24,688.2391,0.84,Calm,FMS_MARITIME,2026-04-06
2021-05-28,1,HFO,28.58,11.1,266.4,24,334.077,0.42,Moderate,FMS_MARITIME,2026-04-06
2021-05-01,2,LNG,76.78,15.2,364.8,24,655.4082,0.92,Moderate,FMS_MARITIME,2026-04-06
2021-05-02,2,MGO,38.42,8.7,208.8,24,572.9879,0.47,Calm,FMS_MARITIME,2026-04-06
2021-05-03,2,VLSFO,26.59,15.7,376.8,24,219.7486,0.88,Rough,FMS_MARITIME,2026-04-06
