log_date,vessel_id,fuel_grade,consumption_mt,speed_knots,distance_nm,running_hours,eeoi,load_factor,sea_condition,source_system,ingestion_date
2022-09-01,1,LSMGO,24.63,9.9,237.6,24,322.8023,0.99,Moderate,FMS_MARITIME,2026-04-06
2022-09-02,1,MGO,58.62,12.7,304.8,24,598.8933,0.93,Calm,FMS_MARITIME,2026-04-06
2022-09-03,1,VLSFO,70.64,16.8,403.2,24,545.5679,0.94,Calm,FMS_MARITIME,2026-04-06
2022-09-04,1,LSMGO,41.62,8.8,211.2,24,613.6585,0.77,Moderate,FMS_MARITIME,2026-04-06
2022-09-05,1,HFO,50.67,12.4,297.6,24,530.1962,0.92,Calm,FMS_MARITIME,2026-04-06
2022-09-06,1,LNG,53.08,13.8,331.2,24,499.0674,0.56,Moderate,FMS_MARITIME,2026-04-06
2022-09-07,1,MGO,52.82,8.8,211.2,24,778.7949,0.89,Rough,FMS_MARITIME,2026-04-06
2022-09-08,1,MGO,81.65,16.8,403.2,24,630.6004,0.78,Rough,FMS_MARITIME,2026-04-06
2022-09-09,1,LSMGO,64.92,9.1,218.4,24,925.6451,0.8,Rough,FMS_MARITIME,2026-04-06
2022-09-10,1,LSMGO,26.51,10.6,254.4,24,324.4974,0.76,Moderate,FMS_MARITIME,2026-04-06
2022-09-11,1,MGO,59.73,16.3,391.2,24,475.4581,0.46,Moderate,FMS_MARITIME,2026-04-06
2022-09-12,1,MGO,67.12,13.0,312.0,24,669.9092,0.85,Moderate,FMS_MARITIME,2026-04-06
2022-09-13,1,LNG,66.14,17.6,422.4,24,487.5946,0.83,Rough,FMS_MARITIME,2026-04-06
2022-09-14,1,LSMGO,36.91,17.3,415.2,24,276.825,0.82,Calm,FMS_MARITIME,2026-04-06
2022-09-15,1,LSMGO,34.65,15.1,362.4,24,297.7376,0.95,Moderate,FMS_MARITIME,2026-04-06
2022-09-16,1,LSMGO,28.36,12.8,307.2,24,287.4773,0.51,Moderate,FMS_MARITIME,2026-04-06
2022-09-17,1,MGO,46.76,16.9,405.6,24,359.0006,0.75,Calm,FMS_MARITIME,2026-04-06
